Dataset	Cell_type	NGENES	BETA	BETA_STD	SE	P	P.adj.pds	P.adj
Allen_Mouse_ALM2_level3	L5_IT_VISp_Batf3	14940	-0.016239	-0.046133	0.00908	0.96313	1	1
Allen_Mouse_ALM2_level3	L6_CT_ALM_Cpa6	14940	-0.021771	-0.060345	0.012076	0.96428	1	1
Allen_Mouse_ALM2_level3	VLMC_Spp1_Hs3st6	14940	-0.0087637	-0.018805	0.0047362	0.96786	1	1
Allen_Mouse_ALM2_level3	VLMC_Spp1_Col15a1	14940	-0.012226	-0.022255	0.0061399	0.97677	1	1
Allen_Mouse_ALM2_level3	L5_NP_VISp_Trhr_Met	14940	-0.0082723	-0.024472	0.0035613	0.9899	1	1
Allen_Mouse_ALM2_level3	L2.3_IT_VISp_Rrad	14940	-0.015621	-0.046468	0.0063692	0.9929	1	1
Allen_Mouse_ALM2_level3	L2.3_IT_VISp_Adamts2	14940	-0.018137	-0.052158	0.0066932	0.99663	1	1
Allen_Mouse_ALM2_level3	L6_IT_VISp_Penk_Col27a1	14940	-0.024149	-0.066164	0.0079744	0.99877	1	1
Allen_Mouse_ALM2_level3	L6_CT_VISp_Krt80_Sla	14940	-0.025698	-0.074375	0.0078485	0.99947	1	1
Allen_Mouse_LGd2_level1	Glutamatergic	14940	0.014146	0.03976	0.011175	0.10279	0.30837	1
Allen_Mouse_LGd2_level1	Non.Neuronal	14940	-0.00041826	-0.00087277	0.0091412	0.51825	1	1
Allen_Mouse_LGd2_level1	GABAergic	14940	-0.019528	-0.051841	0.013429	0.92703	1	1
Allen_Mouse_LGd2_level2	Slc17a6	14940	0.015898	0.04476	0.0083848	0.028989	0.260901	1
Allen_Mouse_LGd2_level2	Slc17a7	14940	0.0091602	0.025237	0.0081773	0.13133	1	1
Allen_Mouse_LGd2_level2	OPC	14940	0.0040828	0.0094089	0.0080759	0.30659	1	1
Allen_Mouse_LGd2_level2	Olig1	14940	-7.0453e-05	-0.00016179	0.007113	0.50395	1	1
Allen_Mouse_LGd2_level2	LGv	14940	-0.00273	-0.0072017	0.012082	0.58938	1	1
Allen_Mouse_LGd2_level2	Astro	14940	-0.0016079	-0.0033446	0.0053255	0.61864	1	1
Allen_Mouse_LGd2_level2	Chrna6	14940	-0.0064132	-0.017391	0.010023	0.73885	1	1
Allen_Mouse_LGd2_level2	Micro	14940	-0.005396	-0.011435	0.0053928	0.84148	1	1
Allen_Mouse_LGd2_level2	Gad2	14940	-0.010781	-0.029042	0.010424	0.84949	1	1
Allen_Mouse_LGd2_level3	LGN_Exc_Scn4b	14940	0.019301	0.054409	0.0090081	0.016081	0.273377	1
Allen_Mouse_LGd2_level3	HIP_Exc_Neurod6	14940	0.011103	0.030588	0.0084884	0.095452	1	1
Allen_Mouse_LGd2_level3	OPC_Pdgfra	14940	0.0071189	0.016406	0.0074652	0.17015	1	1
Allen_Mouse_LGd2_level3	LP_Exc_Glra3	14940	0.0064026	0.018094	0.0096462	0.25343	1	1
Allen_Mouse_LGd2_level3	Oligo_Opalin	14940	0.0034812	0.0081109	0.0060088	0.28118	1	1
Allen_Mouse_LGd2_level3	vLGN_Inh_Shox2_Sox14	14940	0.0066123	0.017866	0.014078	0.31929	1	1
Allen_Mouse_LGd2_level3	Astro_Gja1	14940	0.0012608	0.0026227	0.0050645	0.4017	1	1
Allen_Mouse_LGd2_level3	Oligo_Rassf10	14940	-0.0020812	-0.005307	0.006584	0.62404	1	1
Allen_Mouse_LGd2_level3	RT_Inh_Pvalb	14940	-0.0039967	-0.010874	0.011061	0.64107	1	1
Allen_Mouse_LGd2_level3	Micro_Ctss	14940	-0.0021351	-0.0045244	0.0051176	0.66173	1	1
Allen_Mouse_LGd2_level3	vLGN_Inh_Shox2_Htr1a	14940	-0.010563	-0.027837	0.0124	0.80285	1	1
Allen_Mouse_LGd2_level3	LGN_Inh_Chrna6_Dscaml1	14940	-0.011372	-0.030814	0.012028	0.82778	1	1
Allen_Mouse_LGd2_level3	LGN_Inh_Chrna6_Cnr1	14940	-0.011304	-0.031125	0.011936	0.82818	1	1
Allen_Mouse_LGd2_level3	LGN_Inh_Chrna6_Pax7	14940	-0.012436	-0.033766	0.012398	0.84209	1	1
Allen_Mouse_LGd2_level3	vLGN_Inh_Dlx5_Cbln2	14940	-0.014949	-0.039729	0.014432	0.84984	1	1
Allen_Mouse_LGd2_level3	vLGN_Inh_Spata20	14940	-0.014617	-0.040094	0.011719	0.89385	1	1
Allen_Mouse_LGd2_level3	vLGN_Inh_Rspo2	14940	-0.015814	-0.042698	0.011499	0.91547	1	1
Allen_Mouse_VISp2_level1	Glutamatergic	14940	0.017105	0.045833	0.0098952	0.041945	0.16778	1
Allen_Mouse_VISp2_level1	GABAergic	14940	0.014348	0.036925	0.011171	0.09951	0.39804	1
Allen_Mouse_VISp2_level1	Non.Neuronal	14940	0.0022163	0.0037015	0.010131	0.41342	1	1
Allen_Mouse_VISp2_level1	Endothelial	14940	-0.023203	-0.039745	0.0087467	0.996	1	1
Allen_Mouse_VISp2_level2	L4	14940	0.02184	0.057862	0.010139	0.015621	0.359283	1
Allen_Mouse_VISp2_level2	Oligo	14940	0.013658	0.025061	0.0081446	0.046788	1	1
Allen_Mouse_VISp2_level2	Sncg	14940	0.014835	0.040426	0.010456	0.07798	1	1
Allen_Mouse_VISp2_level2	L2.3_IT	14940	0.013531	0.037115	0.010549	0.099805	1	1
Allen_Mouse_VISp2_level2	L5_PT	14940	0.013307	0.037134	0.01095	0.11215	1	1
Allen_Mouse_VISp2_level2	Pvalb	14940	0.011554	0.031326	0.010502	0.13565	1	1
Allen_Mouse_VISp2_level2	Astro	14940	0.0070859	0.013308	0.0068442	0.15027	1	1
Allen_Mouse_VISp2_level2	L6_IT	14940	0.010225	0.028168	0.011242	0.18155	1	1
Allen_Mouse_VISp2_level2	L5_IT	14940	0.010526	0.028996	0.011662	0.18337	1	1
Allen_Mouse_VISp2_level2	L6b	14940	0.008851	0.024649	0.01055	0.20076	1	1
Allen_Mouse_VISp2_level2	Lamp5	14940	0.0099338	0.026498	0.011995	0.20379	1	1
Allen_Mouse_VISp2_level2	Vip	14940	0.0074237	0.018485	0.013022	0.28431	1	1
Allen_Mouse_VISp2_level2	Serpinf1	14940	0.0036867	0.0097651	0.011117	0.37009	1	1
Allen_Mouse_VISp2_level2	L6_CT	14940	0.0021218	0.0058524	0.011208	0.42492	1	1
Allen_Mouse_VISp2_level2	Sst	14940	0.00081596	0.0021816	0.011902	0.47267	1	1
Allen_Mouse_VISp2_level2	Macrophage	14940	-0.00017395	-0.00028628	0.0067124	0.51034	1	1
Allen_Mouse_VISp2_level2	CR	14940	-0.0014087	-0.0029878	0.0078533	0.57118	1	1
Allen_Mouse_VISp2_level2	NP	14940	-0.0024126	-0.0063377	0.011327	0.58433	1	1
Allen_Mouse_VISp2_level2	Endo	14940	-0.0067245	-0.012728	0.0063149	0.85652	1	1
Allen_Mouse_VISp2_level2	Meis2	14940	-0.011583	-0.024017	0.0097214	0.88325	1	1
Allen_Mouse_VISp2_level2	SMC	14940	-0.011426	-0.02255	0.0064046	0.96278	1	1
Allen_Mouse_VISp2_level2	Peri	14940	-0.020898	-0.034311	0.0073383	0.9978	1	1
Allen_Mouse_VISp2_level2	VLMC	14940	-0.021004	-0.039605	0.0069623	0.99872	1	1
Allen_Mouse_VISp2_level3	L5_IT_ALM_Npw	14940	0.016093	0.049013	0.0056804	0.002308	0.272344	1
Allen_Mouse_VISp2_level3	OPC_Pdgfra_Grm5	14940	0.017486	0.032151	0.0072826	0.0081796	0.9651928	1
Allen_Mouse_VISp2_level3	OPC_Pdgfra_Ccnb1	14940	0.009644	0.025015	0.004402	0.014241	1	1
Allen_Mouse_VISp2_level3	L5_IT_ALM_Cpa6_Gpr88	14940	0.011225	0.034165	0.0062179	0.035524	1	1
Allen_Mouse_VISp2_level3	L4_IT_VISp_Rspo1	14940	0.018421	0.048804	0.010331	0.037302	1	1
Allen_Mouse_VISp2_level3	Lamp5_Fam19a1_Tmem182	14940	0.019447	0.053097	0.012363	0.057873	1	1
Allen_Mouse_VISp2_level3	L5_IT_VISp_Hsd11b1_Endou	14940	0.016173	0.044809	0.011851	0.086186	1	1
Allen_Mouse_VISp2_level3	PVM_Mrc1	14940	0.0065215	0.013847	0.0049614	0.094358	1	1
Allen_Mouse_VISp2_level3	Astro_Aqp4	14940	0.0082037	0.015407	0.0064258	0.10087	1	1
Allen_Mouse_VISp2_level3	Sncg_Vip_Itih5	14940	0.014446	0.039995	0.011504	0.1046	1	1
Allen_Mouse_VISp2_level3	L6b_Hsd17b2	14940	0.010781	0.030598	0.0091449	0.11923	1	1
Allen_Mouse_VISp2_level3	Oligo_Serpinb1a	14940	0.0071551	0.013901	0.006104	0.12057	1	1
Allen_Mouse_VISp2_level3	L5_IT_VISp_Whrn_Tox2	14940	0.012777	0.035952	0.011495	0.13319	1	1
Allen_Mouse_VISp2_level3	Sst_Chodl	14940	0.01036	0.028193	0.010065	0.15169	1	1
Allen_Mouse_VISp2_level3	L6_IT_VISp_Col18a1	14940	0.012042	0.033434	0.011923	0.15626	1	1
Allen_Mouse_VISp2_level3	Pvalb_Reln_Itm2a	14940	0.010208	0.028549	0.01037	0.16249	1	1
Allen_Mouse_VISp2_level3	L5_PT_VISp_C1ql2_Ptgfr	14940	0.010849	0.030754	0.011062	0.16337	1	1
Allen_Mouse_VISp2_level3	Oligo_Synpr	14940	0.0047899	0.011531	0.0054436	0.18946	1	1
Allen_Mouse_VISp2_level3	L2.3_IT_VISp_Adamts2	14940	0.0093099	0.025581	0.01097	0.19805	1	1
Allen_Mouse_VISp2_level3	L2.3_IT_VISp_Agmat	14940	0.0086405	0.023823	0.01103	0.2167	1	1
Allen_Mouse_VISp2_level3	L6b_P2ry12	14940	0.0084095	0.023712	0.011031	0.22293	1	1
Allen_Mouse_VISp2_level3	Pvalb_Tpbg	14940	0.0086243	0.024004	0.011787	0.2322	1	1
Allen_Mouse_VISp2_level3	Serpinf1_Clrn1	14940	0.0073328	0.020223	0.010337	0.23904	1	1
Allen_Mouse_VISp2_level3	Vip_Pygm_C1ql1	14940	0.0093353	0.023828	0.013343	0.24208	1	1
Allen_Mouse_VISp2_level3	L2.3_IT_ALM_Sla	14940	0.0039423	0.012105	0.005698	0.24451	1	1
Allen_Mouse_VISp2_level3	Oligo_Rassf10	14940	0.0035096	0.0083865	0.0051538	0.24795	1	1
Allen_Mouse_VISp2_level3	Pvalb_Sema3e_Kank4	14940	0.0070442	0.019745	0.01051	0.25135	1	1
Allen_Mouse_VISp2_level3	L5_NP_ALM_Trhr_Nefl	14940	0.0054572	0.015361	0.0086102	0.26311	1	1
Allen_Mouse_VISp2_level3	Pvalb_Vipr2	14940	0.0063813	0.017301	0.011185	0.28417	1	1
Allen_Mouse_VISp2_level3	L5_PT_VISp_C1ql2_Cdh13	14940	0.0062605	0.017668	0.011577	0.29434	1	1
Allen_Mouse_VISp2_level3	Vip_Chat_Htr1f	14940	0.0062495	0.015495	0.011642	0.2957	1	1
Allen_Mouse_VISp2_level3	L5_PT_VISp_Krt80	14940	0.0062729	0.017602	0.011921	0.29938	1	1
Allen_Mouse_VISp2_level3	L2.3_IT_VISp_Rrad	14940	0.0047466	0.013063	0.0093397	0.30565	1	1
Allen_Mouse_VISp2_level3	Pvalb_Akr1c18_Ntf3	14940	0.0056252	0.015499	0.011355	0.31016	1	1
Allen_Mouse_VISp2_level3	L6b_VISp_Crh	14940	0.0053523	0.015072	0.011016	0.31353	1	1
Allen_Mouse_VISp2_level3	Sncg_Vip_Nptx2	14940	0.0055914	0.015103	0.01228	0.32444	1	1
Allen_Mouse_VISp2_level3	L5_PT_VISp_Lgr5	14940	0.0047784	0.0135	0.010781	0.3288	1	1
Allen_Mouse_VISp2_level3	Lamp5_Ntn1_Npy2r	14940	0.0060453	0.015931	0.014326	0.33652	1	1
Allen_Mouse_VISp2_level3	Pvalb_Gpr149_Islr	14940	0.0046935	0.012712	0.011677	0.34387	1	1
Allen_Mouse_VISp2_level3	Sncg_Slc17a8	14940	0.0037084	0.010464	0.0093453	0.34575	1	1
Allen_Mouse_VISp2_level3	L6_IT_VISp_Col23a1_Adamts2	14940	0.0046848	0.012921	0.012029	0.34847	1	1
Allen_Mouse_VISp2_level3	L6_IT_VISp_Car3	14940	0.0041097	0.011395	0.010819	0.35203	1	1
Allen_Mouse_VISp2_level3	Vip_Igfbp6_Car10	14940	0.0042132	0.010827	0.012883	0.37182	1	1
Allen_Mouse_VISp2_level3	Vip_Col15a1_Pde1a	14940	0.0034227	0.0088948	0.010689	0.37441	1	1
Allen_Mouse_VISp2_level3	L6_IT_VISp_Penk_Fst	14940	0.0035342	0.0097833	0.011166	0.37581	1	1
Allen_Mouse_VISp2_level3	L6b_VISp_Col8a1_Rxfp1	14940	0.0033388	0.0093461	0.010942	0.38014	1	1
Allen_Mouse_VISp2_level3	Lamp5_Fam19a1_Pax6	14940	0.0036606	0.010041	0.012265	0.38268	1	1
Allen_Mouse_VISp2_level3	Sncg_Gpr50	14940	0.0030202	0.0084212	0.010388	0.38563	1	1
Allen_Mouse_VISp2_level3	Vip_Crispld2_Htr2c	14940	0.002999	0.0075009	0.010922	0.39182	1	1
Allen_Mouse_VISp2_level3	L6_IT_ALM_Tgfb1	14940	0.0013952	0.0043657	0.0053879	0.39784	1	1
Allen_Mouse_VISp2_level3	Sst_Nts	14940	0.0026694	0.0072185	0.012481	0.41532	1	1
Allen_Mouse_VISp2_level3	L6_CT_ALM_Cpa6	14940	0.00093256	0.0029755	0.0047385	0.42199	1	1
Allen_Mouse_VISp2_level3	Lamp5_Lsp1	14940	0.0023811	0.0065084	0.012212	0.42271	1	1
Allen_Mouse_VISp2_level3	Microglia_Siglech	14940	0.0010214	0.0016677	0.0063405	0.43601	1	1
Allen_Mouse_VISp2_level3	L6b_VISp_Mup5	14940	0.0014349	0.0040447	0.010974	0.44799	1	1
Allen_Mouse_VISp2_level3	L6_IT_VISp_Penk_Col27a1	14940	0.0014569	0.00404	0.011828	0.45099	1	1
Allen_Mouse_VISp2_level3	L5_PT_VISp_Chrna6	14940	0.0011587	0.0032325	0.011836	0.46101	1	1
Allen_Mouse_VISp2_level3	Endo_Cytl1	14940	0.00043665	0.00082327	0.0051832	0.46643	1	1
Allen_Mouse_VISp2_level3	Vip_Rspo1_Itga4	14940	7.8949e-05	0.0001967	0.011494	0.49726	1	1
Allen_Mouse_VISp2_level3	L6_CT_VISp_Ctxn3_Brinp3	14940	-6.3561e-05	-0.00017662	0.01125	0.50225	1	1
Allen_Mouse_VISp2_level3	Pvalb_Gabrg1	14940	-0.00029268	-0.00077075	0.011702	0.50998	1	1
Allen_Mouse_VISp2_level3	Pvalb_Reln_Tac1	14940	-0.00047596	-0.0012878	0.012634	0.51503	1	1
Allen_Mouse_VISp2_level3	Vip_Igfbp6_Pltp	14940	-0.00046048	-0.0011613	0.011836	0.51552	1	1
Allen_Mouse_VISp2_level3	CR_Lhx5	14940	-0.00048554	-0.0010298	0.0073004	0.52651	1	1
Allen_Mouse_VISp2_level3	L5_IT_VISp_Col27a1	14940	-0.0012137	-0.0033704	0.012033	0.54017	1	1
Allen_Mouse_VISp2_level3	L6_CT_VISp_Gpr139	14940	-0.0013356	-0.0037165	0.011069	0.54802	1	1
Allen_Mouse_VISp2_level3	Vip_Igfbp4_Mab21l1	14940	-0.0016635	-0.0041357	0.011886	0.55565	1	1
Allen_Mouse_VISp2_level3	L6_IT_ALM_Oprk1	14940	-0.0012922	-0.0038244	0.0070818	0.57239	1	1
Allen_Mouse_VISp2_level3	Sst_Hpse_Cbln4	14940	-0.0035083	-0.0097383	0.012148	0.61363	1	1
Allen_Mouse_VISp2_level3	Sst_Tac2_Myh4	14940	-0.0040948	-0.011242	0.012123	0.63223	1	1
Allen_Mouse_VISp2_level3	L5_IT_VISp_Batf3	14940	-0.0044341	-0.012285	0.012539	0.63819	1	1
Allen_Mouse_VISp2_level3	Vip_Lmo1_Myl1	14940	-0.0044689	-0.011817	0.012141	0.64359	1	1
Allen_Mouse_VISp2_level3	Lamp5_Krt73	14940	-0.0042375	-0.011729	0.011484	0.64393	1	1
Allen_Mouse_VISp2_level3	L6_CT_VISp_Ctxn3_Sla	14940	-0.0043935	-0.012164	0.011737	0.64591	1	1
Allen_Mouse_VISp2_level3	Vip_Gpc3_Slc18a3	14940	-0.0046756	-0.011984	0.0124	0.64694	1	1
Allen_Mouse_VISp2_level3	Sst_Nr2f2_Necab1	14940	-0.004841	-0.013363	0.012814	0.64721	1	1
Allen_Mouse_VISp2_level3	Vip_Crispld2_Kcne4	14940	-0.0045079	-0.011647	0.011313	0.65486	1	1
Allen_Mouse_VISp2_level3	Lamp5_Plch2_Dock5	14940	-0.0053324	-0.014138	0.01329	0.65587	1	1
Allen_Mouse_VISp2_level3	Vip_Rspo4_Rxfp1_Chat	14940	-0.0048901	-0.012235	0.012181	0.65595	1	1
Allen_Mouse_VISp2_level3	L5_NP_VISp_Trhr_Met	14940	-0.0048839	-0.012995	0.011521	0.66418	1	1
Allen_Mouse_VISp2_level3	Pvalb_Calb1_Sst	14940	-0.0061012	-0.016747	0.0124	0.68865	1	1
Allen_Mouse_VISp2_level3	Vip_Ptprt_Pkp2	14940	-0.0064712	-0.016176	0.012961	0.6912	1	1
Allen_Mouse_VISp2_level3	Sst_Crhr2_Efemp1	14940	-0.0066526	-0.018428	0.012506	0.70262	1	1
Allen_Mouse_VISp2_level3	Sst_Esm1	14940	-0.006916	-0.019098	0.012505	0.70989	1	1
Allen_Mouse_VISp2_level3	Pvalb_Th_Sst	14940	-0.0073963	-0.019973	0.012892	0.71691	1	1
Allen_Mouse_VISp2_level3	Endo_Ctla2a	14940	-0.0034493	-0.0066068	0.0058091	0.72366	1	1
Allen_Mouse_VISp2_level3	Vip_Lect1_Oxtr	14940	-0.0073893	-0.018684	0.012387	0.72459	1	1
Allen_Mouse_VISp2_level3	Vip_Arhgap36_Hmcn1	14940	-0.0083423	-0.021343	0.012751	0.74352	1	1
Allen_Mouse_VISp2_level3	L6b_VISp_Col8a1_Rprm	14940	-0.0075465	-0.021087	0.011496	0.74423	1	1
Allen_Mouse_VISp2_level3	Sst_Chrna2_Ptgdr	14940	-0.0087162	-0.023574	0.01294	0.74971	1	1
Allen_Mouse_VISp2_level3	L5_IT_VISp_Col6a1_Fezf2	14940	-0.0082928	-0.022852	0.012243	0.75089	1	1
Allen_Mouse_VISp2_level3	Sst_Tac1_Tacr3	14940	-0.0082492	-0.021866	0.012084	0.75258	1	1
Allen_Mouse_VISp2_level3	Sst_Rxfp1_Prdm8	14940	-0.0097222	-0.026838	0.013846	0.75871	1	1
Allen_Mouse_VISp2_level3	Vip_Lmo1_Fam159b	14940	-0.0091843	-0.024019	0.012008	0.77782	1	1
Allen_Mouse_VISp2_level3	Serpinf1_Aqp5_Vip	14940	-0.010276	-0.027114	0.011029	0.82425	1	1
Allen_Mouse_VISp2_level3	L6_CT_ALM_Nxph2_Sla	14940	-0.0094176	-0.026372	0.010039	0.82589	1	1
Allen_Mouse_VISp2_level3	L6_CT_VISp_Nxph2_Wls	14940	-0.012092	-0.033171	0.012261	0.83797	1	1
Allen_Mouse_VISp2_level3	L6_CT_VISp_Krt80_Sla	14940	-0.012736	-0.035325	0.012186	0.852	1	1
Allen_Mouse_VISp2_level3	Sst_Chrna2_Glra3	14940	-0.014522	-0.039108	0.013418	0.86043	1	1
Allen_Mouse_VISp2_level3	Sst_Calb2_Pdlim5	14940	-0.014817	-0.040511	0.013616	0.86172	1	1
Allen_Mouse_VISp2_level3	Sst_Myh8_Etv1	14940	-0.014479	-0.039783	0.013224	0.86323	1	1
Allen_Mouse_VISp2_level3	Meis2_Adamts19	14940	-0.0099377	-0.020606	0.0090075	0.86503	1	1
Allen_Mouse_VISp2_level3	Sst_Mme_Fam114a1	14940	-0.014032	-0.038919	0.012579	0.86767	1	1
Allen_Mouse_VISp2_level3	Sst_Myh8_Fibin	14940	-0.014738	-0.038864	0.013185	0.86815	1	1
Allen_Mouse_VISp2_level3	L5_NP_VISp_Trhr_Cpne7	14940	-0.013629	-0.035564	0.011611	0.87973	1	1
Allen_Mouse_VISp2_level3	Lamp5_Lhx6	14940	-0.014148	-0.038513	0.011834	0.88405	1	1
Allen_Mouse_VISp2_level3	SMC_Acta2	14940	-0.0071102	-0.014033	0.0058811	0.88665	1	1
Allen_Mouse_VISp2_level3	Sst_Crh_4930553C11Rik	14940	-0.01688	-0.046596	0.012898	0.90469	1	1
Allen_Mouse_VISp2_level3	Sst_Calb2_Necab1	14940	-0.017036	-0.046575	0.012646	0.91102	1	1
Allen_Mouse_VISp2_level3	Sst_Hpse_Sema3c	14940	-0.024494	-0.065844	0.01306	0.96963	1	1
Allen_Mouse_VISp2_level3	VLMC_Osr1_Cd74	14940	-0.010372	-0.024041	0.0054826	0.97073	1	1
Allen_Mouse_VISp2_level3	VLMC_Osr1_Mc5r	14940	-0.011907	-0.022567	0.0060618	0.97524	1	1
Allen_Mouse_VISp2_level3	Sst_Tac1_Htr1d	14940	-0.027747	-0.075108	0.013936	0.97675	1	1
Allen_Mouse_VISp2_level3	Peri_Kcnj8	14940	-0.014643	-0.024041	0.0067681	0.98474	1	1
Allen_Mouse_VISp2_level3	Sst_Tac2_Tacstd2	14940	-0.029643	-0.081781	0.01346	0.98617	1	1
Allen_Mouse_VISp2_level3	Sst_Rxfp1_Eya1	14940	-0.030401	-0.083349	0.012859	0.99096	1	1
Allen_Mouse_VISp2_level3	VLMC_Spp1_Hs3st6	14940	-0.013685	-0.025525	0.0055861	0.99285	1	1
Allen_Mouse_VISp2_level3	VLMC_Spp1_Col15a1	14940	-0.01657	-0.03347	0.0054515	0.99881	1	1
Allen_Mouse_ALM_level1	L6b	14917	0.017821	0.043427	0.0081724	0.014613	0.233808	1
Allen_Mouse_ALM_level1	L5a	14917	0.022122	0.051035	0.014643	0.065435	1	1
Allen_Mouse_ALM_level1	L4_5	14917	0.0076057	0.015524	0.010454	0.23346	1	1
Allen_Mouse_ALM_level1	Vip_Sncg	14917	0.009417	0.020887	0.014262	0.25454	1	1
Allen_Mouse_ALM_level1	L2_3	14917	0.0074585	0.017347	0.012574	0.27655	1	1
Allen_Mouse_ALM_level1	Glia	14917	0.0053794	0.0076017	0.010661	0.30693	1	1
Allen_Mouse_ALM_level1	Lamp5	14917	0.0070888	0.016249	0.014626	0.31395	1	1
Allen_Mouse_ALM_level1	Vip	14917	0.0083037	0.01718	0.017828	0.32069	1	1
Allen_Mouse_ALM_level1	Pvalb	14917	0.0053937	0.012511	0.012878	0.33767	1	1
Allen_Mouse_ALM_level1	L5_Tshz2	14917	-0.0034454	-0.0079141	0.010056	0.63406	1	1
Allen_Mouse_ALM_level1	Sst_Chodl	14917	-0.0063805	-0.01423	0.012288	0.6982	1	1
Allen_Mouse_ALM_level1	Sst	14917	-0.010553	-0.023376	0.017461	0.72719	1	1
Allen_Mouse_ALM_level1	L6a_Foxp2	14917	-0.0082884	-0.019214	0.013296	0.73347	1	1
Allen_Mouse_ALM_level1	Meis2	14917	-0.0045607	-0.0088285	0.006704	0.75184	1	1
Allen_Mouse_ALM_level1	Endo	14917	-0.0081531	-0.012539	0.0074892	0.86184	1	1
Allen_Mouse_ALM_level1	SMC	14917	-0.010689	-0.01892	0.0065739	0.94802	1	1
Allen_Mouse_ALM_level2	Lamp5_Rgs12_1	14917	0.02941	0.070353	0.010813	0.0032687	0.261496	1
Allen_Mouse_ALM_level2	L6b_ALM_Trh	14917	0.01716	0.041815	0.0079773	0.015744	1	1
Allen_Mouse_ALM_level2	Lamp5_Rgs12_3	14917	0.017797	0.043999	0.0089408	0.023277	1	1
Allen_Mouse_ALM_level2	L5_ALM_Pld5_2	14917	0.025158	0.058691	0.012749	0.024236	1	1
Allen_Mouse_ALM_level2	L5_ALM_Aldh3b1_1	14917	0.025193	0.058523	0.014013	0.036107	1	1
Allen_Mouse_ALM_level2	L5a_Hsd11b1_low	14917	0.011812	0.022839	0.0078931	0.06728	1	1
Allen_Mouse_ALM_level2	L5_ALM_Aldh3b1_2	14917	0.019182	0.045076	0.01291	0.068676	1	1
Allen_Mouse_ALM_level2	L5_ALM_Aldh3b1_3	14917	0.014606	0.034828	0.012069	0.11311	1	1
Allen_Mouse_ALM_level2	L5_ALM_Pld5_1	14917	0.016406	0.037445	0.013936	0.11956	1	1
Allen_Mouse_ALM_level2	Oligo	14917	0.0080423	0.014637	0.0072896	0.13497	1	1
Allen_Mouse_ALM_level2	Vip_Chat_2	14917	0.013775	0.029423	0.013526	0.15425	1	1
Allen_Mouse_ALM_level2	Vip_Prss12_2	14917	0.01068	0.022731	0.012491	0.19628	1	1
Allen_Mouse_ALM_level2	Vip_Sncg_3	14917	0.0082962	0.020086	0.010142	0.20669	1	1
Allen_Mouse_ALM_level2	Vip_Sncg_Slc17a8	14917	0.007261	0.018167	0.0090363	0.21084	1	1
Allen_Mouse_ALM_level2	Pvalb_Cnr1_1	14917	0.0091189	0.021769	0.011787	0.21957	1	1
Allen_Mouse_ALM_level2	Pvalb_Cnr1_2	14917	0.0095341	0.022768	0.012396	0.22092	1	1
Allen_Mouse_ALM_level2	Pvalb_Il1rapl2_2	14917	0.0097554	0.022984	0.012993	0.22638	1	1
Allen_Mouse_ALM_level2	L5_ALM_Trh	14917	0.005079	0.012201	0.0073498	0.24478	1	1
Allen_Mouse_ALM_level2	Lamp5_Nxph1_2	14917	0.0085792	0.019646	0.013416	0.26127	1	1
Allen_Mouse_ALM_level2	Vip_Mybpc1_1	14917	0.0087471	0.018188	0.014972	0.27954	1	1
Allen_Mouse_ALM_level2	L2.3_ALM_Agmat	14917	0.0065866	0.015239	0.011603	0.28514	1	1
Allen_Mouse_ALM_level2	L2.3_ALM_Cdh13	14917	0.0059628	0.014033	0.011798	0.30664	1	1
Allen_Mouse_ALM_level2	Vip_Sncg_1	14917	0.003829	0.0097182	0.0082821	0.32193	1	1
Allen_Mouse_ALM_level2	Micro_1	14917	0.0016072	0.0039889	0.0038602	0.33858	1	1
Allen_Mouse_ALM_level2	Vip_Krt12	14917	0.0061834	0.013232	0.016814	0.35653	1	1
Allen_Mouse_ALM_level2	Vip_Gpc3_2	14917	0.0053662	0.011602	0.015701	0.36627	1	1
Allen_Mouse_ALM_level2	Vip_Sfrp2_1	14917	0.0050701	0.010607	0.01555	0.37219	1	1
Allen_Mouse_ALM_level2	Vip_Cd34_2	14917	0.0026122	0.0063632	0.008817	0.38351	1	1
Allen_Mouse_ALM_level2	L2.3_ALM_Cbln4	14917	0.0024264	0.0058306	0.0099253	0.40344	1	1
Allen_Mouse_ALM_level2	Vip_Chat_3	14917	0.0032468	0.0067669	0.013869	0.40745	1	1
Allen_Mouse_ALM_level2	Pvalb_Il1rapl2_1	14917	0.0024711	0.0058307	0.013658	0.42821	1	1
Allen_Mouse_ALM_level2	Vip_Sncg_2	14917	0.0023703	0.0051818	0.013781	0.43172	1	1
Allen_Mouse_ALM_level2	Astro	14917	0.0011364	0.0016725	0.0076895	0.44126	1	1
Allen_Mouse_ALM_level2	Vip_Prss12_1	14917	0.001432	0.0030886	0.011779	0.45162	1	1
Allen_Mouse_ALM_level2	Vip_Lect1	14917	0.0011822	0.0024046	0.012	0.46076	1	1
Allen_Mouse_ALM_level2	Pvalb_Cnr1_3	14917	0.0007068	0.0016277	0.015084	0.48131	1	1
Allen_Mouse_ALM_level2	L5a_Batf3	14917	0.0002108	0.00052219	0.008489	0.49009	1	1
Allen_Mouse_ALM_level2	Sst_Syndig1l_1	14917	9.6274e-05	0.00022084	0.010265	0.49626	1	1
