Cell_Type,NGENES,BETA,BETA_STD,SE,P,P.adj.pds,P.adj,cond_state,cond_cell_type,step3,Dataset,Source,TYPE,FULL_NAME
L6a_Foxp2,14917,-0.0082884,-0.019214,0.013296,0.73347,,,,,,Allen_Mouse_ALM_level1,magma_celltype_Allen_Mouse_ALM_level1.gsa.out,COVAR,
L6b,14917,0.017821,0.043427,0.0081724,0.014613,,,,,,Allen_Mouse_ALM_level1,magma_celltype_Allen_Mouse_ALM_level1.gsa.out,COVAR,
Lamp5,14917,0.0070888,0.016249,0.014626,0.31395,,,,,,Allen_Mouse_ALM_level1,magma_celltype_Allen_Mouse_ALM_level1.gsa.out,COVAR,
Meis2,14917,-0.0045607,-0.0088285,0.006704,0.75184,,,,,,Allen_Mouse_ALM_level1,magma_celltype_Allen_Mouse_ALM_level1.gsa.out,COVAR,
Pvalb,14917,0.0053937,0.012511,0.012878,0.33767,,,,,,Allen_Mouse_ALM_level1,magma_celltype_Allen_Mouse_ALM_level1.gsa.out,COVAR,
SMC,14917,-0.010689,-0.01892,0.0065739,0.94802,,,,,,Allen_Mouse_ALM_level1,magma_celltype_Allen_Mouse_ALM_level1.gsa.out,COVAR,
Sst,14917,-0.010553,-0.023376,0.017461,0.72719,,,,,,Allen_Mouse_ALM_level1,magma_celltype_Allen_Mouse_ALM_level1.gsa.out,COVAR,
Sst_Chodl,14917,-0.0063805,-0.01423,0.012288,0.6982,,,,,,Allen_Mouse_ALM_level1,magma_celltype_Allen_Mouse_ALM_level1.gsa.out,COVAR,
Vip,14917,0.0083037,0.01718,0.017828,0.32069,,,,,,Allen_Mouse_ALM_level1,magma_celltype_Allen_Mouse_ALM_level1.gsa.out,COVAR,
Vip_Sncg,14917,0.009417,0.020887,0.014262,0.25454,,,,,,Allen_Mouse_ALM_level1,magma_celltype_Allen_Mouse_ALM_level1.gsa.out,COVAR,
Astro,14917,0.0011364,0.0016725,0.0076895,0.44126,,,,,,Allen_Mouse_ALM_level2,magma_celltype_Allen_Mouse_ALM_level2.gsa.out,COVAR,
Endo,14917,-0.0054969,-0.0084539,0.0071085,0.78032,,,,,,Allen_Mouse_ALM_level2,magma_celltype_Allen_Mouse_ALM_level2.gsa.out,COVAR,
L2.3_ALM_Agmat,14917,0.0065866,0.015239,0.011603,0.28514,,,,,,Allen_Mouse_ALM_level2,magma_celltype_Allen_Mouse_ALM_level2.gsa.out,COVAR,
L2.3_ALM_Cbln4,14917,0.0024264,0.0058306,0.0099253,0.40344,,,,,,Allen_Mouse_ALM_level2,magma_celltype_Allen_Mouse_ALM_level2.gsa.out,COVAR,
L2.3_ALM_Cdh13,14917,0.0059628,0.014033,0.011798,0.30664,,,,,,Allen_Mouse_ALM_level2,magma_celltype_Allen_Mouse_ALM_level2.gsa.out,COVAR,
L4_Sparcl1,14917,-0.0026935,-0.0064017,0.0077675,0.63561,,,,,,Allen_Mouse_ALM_level2,magma_celltype_Allen_Mouse_ALM_level2.gsa.out,COVAR,
L5_ALM_Aldh3b1_1,14917,0.025193,0.058523,0.014013,0.036107,,,,,,Allen_Mouse_ALM_level2,magma_celltype_Allen_Mouse_ALM_level2.gsa.out,COVAR,
L5_ALM_Aldh3b1_2,14917,0.019182,0.045076,0.01291,0.068676,,,,,,Allen_Mouse_ALM_level2,magma_celltype_Allen_Mouse_ALM_level2.gsa.out,COVAR,
L5_ALM_Aldh3b1_3,14917,0.014606,0.034828,0.012069,0.11311,,,,,,Allen_Mouse_ALM_level2,magma_celltype_Allen_Mouse_ALM_level2.gsa.out,COVAR,
L5_ALM_Arhgap25_1,14917,-0.0039262,-0.0092315,0.013733,0.61252,,,,,,Allen_Mouse_ALM_level2,magma_celltype_Allen_Mouse_ALM_level2.gsa.out,COVAR,
L5_ALM_Arhgap25_2,14917,-0.0053977,-0.012782,0.012732,0.66419,,,,,,Allen_Mouse_ALM_level2,magma_celltype_Allen_Mouse_ALM_level2.gsa.out,COVAR,
L5_ALM_Arhgap25_3,14917,-0.0038644,-0.0090566,0.012336,0.62296,,,,,,Allen_Mouse_ALM_level2,magma_celltype_Allen_Mouse_ALM_level2.gsa.out,COVAR,
L5_ALM_Hapln1,14917,-0.0090196,-0.023629,0.0061652,0.92825,,,,,,Allen_Mouse_ALM_level2,magma_celltype_Allen_Mouse_ALM_level2.gsa.out,COVAR,
L5_ALM_Oprk1,14917,-0.0053397,-0.012965,0.0087612,0.72889,,,,,,Allen_Mouse_ALM_level2,magma_celltype_Allen_Mouse_ALM_level2.gsa.out,COVAR,
L5_ALM_Pld5_1,14917,0.016406,0.037445,0.013936,0.11956,,,,,,Allen_Mouse_ALM_level2,magma_celltype_Allen_Mouse_ALM_level2.gsa.out,COVAR,
L5_ALM_Pld5_2,14917,0.025158,0.058691,0.012749,0.024236,,,,,,Allen_Mouse_ALM_level2,magma_celltype_Allen_Mouse_ALM_level2.gsa.out,COVAR,
L5_ALM_Slc17a8,14917,-0.0024194,-0.0062265,0.0053142,0.67554,,,,,,Allen_Mouse_ALM_level2,magma_celltype_Allen_Mouse_ALM_level2.gsa.out,COVAR,
L5_ALM_Trh,14917,0.005079,0.012201,0.0073498,0.24478,,,,,,Allen_Mouse_ALM_level2,magma_celltype_Allen_Mouse_ALM_level2.gsa.out,COVAR,
L5a_Batf3,14917,0.0002108,0.00052219,0.008489,0.49009,,,,,,Allen_Mouse_ALM_level2,magma_celltype_Allen_Mouse_ALM_level2.gsa.out,COVAR,
L5a_Hsd11b1_low,14917,0.011812,0.022839,0.0078931,0.06728,,,,,,Allen_Mouse_ALM_level2,magma_celltype_Allen_Mouse_ALM_level2.gsa.out,COVAR,
L6a_ALM_Foxp2,14917,-0.0055679,-0.012943,0.012551,0.67133,,,,,,Allen_Mouse_ALM_level2,magma_celltype_Allen_Mouse_ALM_level2.gsa.out,COVAR,
L6a_Col12a1_1,14917,-0.01038,-0.025306,0.0080993,0.9,,,,,,Allen_Mouse_ALM_level2,magma_celltype_Allen_Mouse_ALM_level2.gsa.out,COVAR,
L6b_ALM_Trh,14917,0.01716,0.041815,0.0079773,0.015744,,,,,,Allen_Mouse_ALM_level2,magma_celltype_Allen_Mouse_ALM_level2.gsa.out,COVAR,
Lamp5_Nxph1_1,14917,-0.007517,-0.017447,0.014458,0.69844,,,,,,Allen_Mouse_ALM_level2,magma_celltype_Allen_Mouse_ALM_level2.gsa.out,COVAR,
Lamp5_Nxph1_2,14917,0.0085792,0.019646,0.013416,0.26127,,,,,,Allen_Mouse_ALM_level2,magma_celltype_Allen_Mouse_ALM_level2.gsa.out,COVAR,
Lamp5_Nxph1_3,14917,-0.003176,-0.0078953,0.0089392,0.63881,,,,,,Allen_Mouse_ALM_level2,magma_celltype_Allen_Mouse_ALM_level2.gsa.out,COVAR,
Lamp5_Nxph1_4,14917,-0.0078523,-0.02071,0.0059951,0.90486,,,,,,Allen_Mouse_ALM_level2,magma_celltype_Allen_Mouse_ALM_level2.gsa.out,COVAR,
Lamp5_Rgs12_1,14917,0.02941,0.070353,0.010813,0.0032687,,,,,,Allen_Mouse_ALM_level2,magma_celltype_Allen_Mouse_ALM_level2.gsa.out,COVAR,
Lamp5_Rgs12_3,14917,0.017797,0.043999,0.0089408,0.023277,,,,,,Allen_Mouse_ALM_level2,magma_celltype_Allen_Mouse_ALM_level2.gsa.out,COVAR,
Meis2,14917,-0.0032667,-0.0063237,0.0064325,0.69422,,,,,,Allen_Mouse_ALM_level2,magma_celltype_Allen_Mouse_ALM_level2.gsa.out,COVAR,
Micro_1,14917,0.0016072,0.0039889,0.0038602,0.33858,,,,,,Allen_Mouse_ALM_level2,magma_celltype_Allen_Mouse_ALM_level2.gsa.out,COVAR,
Micro_2,14917,-0.0019431,-0.0029519,0.0068171,0.61219,,,,,,Allen_Mouse_ALM_level2,magma_celltype_Allen_Mouse_ALM_level2.gsa.out,COVAR,
Oligo,14917,0.0080423,0.014637,0.0072896,0.13497,,,,,,Allen_Mouse_ALM_level2,magma_celltype_Allen_Mouse_ALM_level2.gsa.out,COVAR,
OPC,14917,-0.0025316,-0.0045389,0.0069388,0.64239,,,,,,Allen_Mouse_ALM_level2,magma_celltype_Allen_Mouse_ALM_level2.gsa.out,COVAR,
Pax6,14917,-0.0053807,-0.013236,0.0093563,0.71738,,,,,,Allen_Mouse_ALM_level2,magma_celltype_Allen_Mouse_ALM_level2.gsa.out,COVAR,
Pvalb_Cnr1_1,14917,0.0091189,0.021769,0.011787,0.21957,,,,,,Allen_Mouse_ALM_level2,magma_celltype_Allen_Mouse_ALM_level2.gsa.out,COVAR,
Pvalb_Cnr1_2,14917,0.0095341,0.022768,0.012396,0.22092,,,,,,Allen_Mouse_ALM_level2,magma_celltype_Allen_Mouse_ALM_level2.gsa.out,COVAR,
Pvalb_Cnr1_3,14917,0.0007068,0.0016277,0.015084,0.48131,,,,,,Allen_Mouse_ALM_level2,magma_celltype_Allen_Mouse_ALM_level2.gsa.out,COVAR,
Pvalb_Il1rapl2_1,14917,0.0024711,0.0058307,0.013658,0.42821,,,,,,Allen_Mouse_ALM_level2,magma_celltype_Allen_Mouse_ALM_level2.gsa.out,COVAR,
Pvalb_Il1rapl2_2,14917,0.0097554,0.022984,0.012993,0.22638,,,,,,Allen_Mouse_ALM_level2,magma_celltype_Allen_Mouse_ALM_level2.gsa.out,COVAR,
Pvalb_Th,14917,-0.0075585,-0.017671,0.010221,0.77019,,,,,,Allen_Mouse_ALM_level2,magma_celltype_Allen_Mouse_ALM_level2.gsa.out,COVAR,
Pvalb_Vipr2,14917,-0.00026177,-0.00062619,0.01041,0.51003,,,,,,Allen_Mouse_ALM_level2,magma_celltype_Allen_Mouse_ALM_level2.gsa.out,COVAR,
SMC,14917,-0.0079625,-0.014094,0.0062248,0.89957,,,,,,Allen_Mouse_ALM_level2,magma_celltype_Allen_Mouse_ALM_level2.gsa.out,COVAR,
Sst_C1ql3,14917,-0.013238,-0.030864,0.013417,0.83809,,,,,,Allen_Mouse_ALM_level2,magma_celltype_Allen_Mouse_ALM_level2.gsa.out,COVAR,
Sst_Chodl,14917,-0.0082616,-0.018425,0.01278,0.74099,,,,,,Allen_Mouse_ALM_level2,magma_celltype_Allen_Mouse_ALM_level2.gsa.out,COVAR,
Sst_Crygs_1,14917,-0.0063784,-0.014861,0.014814,0.6666,,,,,,Allen_Mouse_ALM_level2,magma_celltype_Allen_Mouse_ALM_level2.gsa.out,COVAR,
Sst_Crygs_2,14917,-0.0016288,-0.0038187,0.014308,0.54532,,,,,,Allen_Mouse_ALM_level2,magma_celltype_Allen_Mouse_ALM_level2.gsa.out,COVAR,
Sst_Crygs_3,14917,-0.015884,-0.037143,0.013,0.88911,,,,,,Allen_Mouse_ALM_level2,magma_celltype_Allen_Mouse_ALM_level2.gsa.out,COVAR,
Sst_Mrap2_1,14917,-0.020936,-0.049233,0.012775,0.94937,,,,,,Allen_Mouse_ALM_level2,magma_celltype_Allen_Mouse_ALM_level2.gsa.out,COVAR,
Sst_Mrap2_2,14917,-0.009059,-0.020593,0.01803,0.69231,,,,,,Allen_Mouse_ALM_level2,magma_celltype_Allen_Mouse_ALM_level2.gsa.out,COVAR,
Sst_Mrap2_3,14917,-0.026602,-0.059764,0.016546,0.94605,,,,,,Allen_Mouse_ALM_level2,magma_celltype_Allen_Mouse_ALM_level2.gsa.out,COVAR,
Sst_Myh8_1,14917,-0.005653,-0.013156,0.013795,0.65901,,,,,,Allen_Mouse_ALM_level2,magma_celltype_Allen_Mouse_ALM_level2.gsa.out,COVAR,
Sst_Myh8_2,14917,-0.0070257,-0.015938,0.014033,0.69169,,,,,,Allen_Mouse_ALM_level2,magma_celltype_Allen_Mouse_ALM_level2.gsa.out,COVAR,
Sst_Myh8_3,14917,-0.0037548,-0.0082258,0.015128,0.59801,,,,,,Allen_Mouse_ALM_level2,magma_celltype_Allen_Mouse_ALM_level2.gsa.out,COVAR,
Sst_Myh8_4,14917,-0.016596,-0.03632,0.016254,0.84637,,,,,,Allen_Mouse_ALM_level2,magma_celltype_Allen_Mouse_ALM_level2.gsa.out,COVAR,
Sst_Myh8_5,14917,-0.016705,-0.036869,0.011177,0.93247,,,,,,Allen_Mouse_ALM_level2,magma_celltype_Allen_Mouse_ALM_level2.gsa.out,COVAR,
Sst_Syndig1l_1,14917,9.6274e-05,0.00022084,0.010265,0.49626,,,,,,Allen_Mouse_ALM_level2,magma_celltype_Allen_Mouse_ALM_level2.gsa.out,COVAR,
Sst_Syndig1l_2,14917,-0.0035279,-0.0081774,0.012834,0.6083,,,,,,Allen_Mouse_ALM_level2,magma_celltype_Allen_Mouse_ALM_level2.gsa.out,COVAR,
Sst_Th,14917,-0.010621,-0.02455,0.010787,0.8376,,,,,,Allen_Mouse_ALM_level2,magma_celltype_Allen_Mouse_ALM_level2.gsa.out,COVAR,
Vip_Cd34_1,14917,-0.0025901,-0.0056947,0.013912,0.57385,,,,,,Allen_Mouse_ALM_level2,magma_celltype_Allen_Mouse_ALM_level2.gsa.out,COVAR,
Vip_Cd34_2,14917,0.0026122,0.0063632,0.008817,0.38351,,,,,,Allen_Mouse_ALM_level2,magma_celltype_Allen_Mouse_ALM_level2.gsa.out,COVAR,
Vip_Chat_1,14917,-0.0014686,-0.0030224,0.015224,0.53842,,,,,,Allen_Mouse_ALM_level2,magma_celltype_Allen_Mouse_ALM_level2.gsa.out,COVAR,
Vip_Chat_2,14917,0.013775,0.029423,0.013526,0.15425,,,,,,Allen_Mouse_ALM_level2,magma_celltype_Allen_Mouse_ALM_level2.gsa.out,COVAR,
Vip_Chat_3,14917,0.0032468,0.0067669,0.013869,0.40745,,,,,,Allen_Mouse_ALM_level2,magma_celltype_Allen_Mouse_ALM_level2.gsa.out,COVAR,
Vip_Chat_4,14917,-0.0022112,-0.0045014,0.011153,0.57858,,,,,,Allen_Mouse_ALM_level2,magma_celltype_Allen_Mouse_ALM_level2.gsa.out,COVAR,
Vip_Gpc3_1,14917,-0.0032229,-0.0073563,0.0066606,0.68576,,,,,,Allen_Mouse_ALM_level2,magma_celltype_Allen_Mouse_ALM_level2.gsa.out,COVAR,
Vip_Gpc3_2,14917,0.0053662,0.011602,0.015701,0.36627,,,,,,Allen_Mouse_ALM_level2,magma_celltype_Allen_Mouse_ALM_level2.gsa.out,COVAR,
Vip_Gpc3_3,14917,-0.009984,-0.022081,0.014463,0.755,,,,,,Allen_Mouse_ALM_level2,magma_celltype_Allen_Mouse_ALM_level2.gsa.out,COVAR,
Vip_Krt12,14917,0.0061834,0.013232,0.016814,0.35653,,,,,,Allen_Mouse_ALM_level2,magma_celltype_Allen_Mouse_ALM_level2.gsa.out,COVAR,
Vip_Lect1,14917,0.0011822,0.0024046,0.012,0.46076,,,,,,Allen_Mouse_ALM_level2,magma_celltype_Allen_Mouse_ALM_level2.gsa.out,COVAR,
Vip_Mybpc1_1,14917,0.0087471,0.018188,0.014972,0.27954,,,,,,Allen_Mouse_ALM_level2,magma_celltype_Allen_Mouse_ALM_level2.gsa.out,COVAR,
Vip_Mybpc1_2,14917,-0.0099712,-0.022519,0.011757,0.80181,,,,,,Allen_Mouse_ALM_level2,magma_celltype_Allen_Mouse_ALM_level2.gsa.out,COVAR,
Vip_Prss12_1,14917,0.001432,0.0030886,0.011779,0.45162,,,,,,Allen_Mouse_ALM_level2,magma_celltype_Allen_Mouse_ALM_level2.gsa.out,COVAR,
Vip_Prss12_2,14917,0.01068,0.022731,0.012491,0.19628,,,,,,Allen_Mouse_ALM_level2,magma_celltype_Allen_Mouse_ALM_level2.gsa.out,COVAR,
Vip_Sfrp2_1,14917,0.0050701,0.010607,0.01555,0.37219,,,,,,Allen_Mouse_ALM_level2,magma_celltype_Allen_Mouse_ALM_level2.gsa.out,COVAR,
Vip_Sfrp2_2,14917,-0.0011701,-0.0025612,0.015932,0.52927,,,,,,Allen_Mouse_ALM_level2,magma_celltype_Allen_Mouse_ALM_level2.gsa.out,COVAR,
Vip_Sncg_Slc17a8,14917,0.007261,0.018167,0.0090363,0.21084,,,,,,Allen_Mouse_ALM_level2,magma_celltype_Allen_Mouse_ALM_level2.gsa.out,COVAR,
Vip_Sncg_1,14917,0.003829,0.0097182,0.0082821,0.32193,,,,,,Allen_Mouse_ALM_level2,magma_celltype_Allen_Mouse_ALM_level2.gsa.out,COVAR,
Vip_Sncg_2,14917,0.0023703,0.0051818,0.013781,0.43172,,,,,,Allen_Mouse_ALM_level2,magma_celltype_Allen_Mouse_ALM_level2.gsa.out,COVAR,
Vip_Sncg_3,14917,0.0082962,0.020086,0.010142,0.20669,,,,,,Allen_Mouse_ALM_level2,magma_celltype_Allen_Mouse_ALM_level2.gsa.out,COVAR,
Endothelial,14940,-0.023964,-0.04075,0.0085416,0.99749,,,,,,Allen_Mouse_ALM2_level1,magma_celltype_Allen_Mouse_ALM2_level1.gsa.out,COVAR,
GABAergic,14940,0.017025,0.044438,0.011173,0.063787,,,,,,Allen_Mouse_ALM2_level1,magma_celltype_Allen_Mouse_ALM2_level1.gsa.out,COVAR,
Glutamatergic,14940,0.015924,0.043557,0.0094574,0.046128,,,,,,Allen_Mouse_ALM2_level1,magma_celltype_Allen_Mouse_ALM2_level1.gsa.out,COVAR,
Non.Neuronal,14940,0.0027018,0.0043922,0.010744,0.40072,,,,,,Allen_Mouse_ALM2_level1,magma_celltype_Allen_Mouse_ALM2_level1.gsa.out,COVAR,
Astro,14940,0.0062561,0.012216,0.0065741,0.17065,,,,,,Allen_Mouse_ALM2_level2,magma_celltype_Allen_Mouse_ALM2_level2.gsa.out,COVAR,
CR,14940,-0.0076192,-0.015727,0.0078537,0.834,,,,,,Allen_Mouse_ALM2_level2,magma_celltype_Allen_Mouse_ALM2_level2.gsa.out,COVAR,
Endo,14940,-0.0091117,-0.016692,0.0065151,0.91902,,,,,,Allen_Mouse_ALM2_level2,magma_celltype_Allen_Mouse_ALM2_level2.gsa.out,COVAR,
L2.3_IT,14940,0.005627,0.015774,0.009774,0.28241,,,,,,Allen_Mouse_ALM2_level2,magma_celltype_Allen_Mouse_ALM2_level2.gsa.out,COVAR,
L4,14940,0.0026032,0.0073117,0.0066615,0.34798,,,,,,Allen_Mouse_ALM2_level2,magma_celltype_Allen_Mouse_ALM2_level2.gsa.out,COVAR,
L5_IT,14940,0.016105,0.044876,0.010445,0.061569,,,,,,Allen_Mouse_ALM2_level2,magma_celltype_Allen_Mouse_ALM2_level2.gsa.out,COVAR,
L5_PT,14940,0.017883,0.049564,0.0103,0.041276,,,,,,Allen_Mouse_ALM2_level2,magma_celltype_Allen_Mouse_ALM2_level2.gsa.out,COVAR,
L6_CT,14940,-0.010917,-0.030265,0.010981,0.83993,,,,,,Allen_Mouse_ALM2_level2,magma_celltype_Allen_Mouse_ALM2_level2.gsa.out,COVAR,
L6_IT,14940,-0.0014744,-0.0041448,0.0099693,0.55879,,,,,,Allen_Mouse_ALM2_level2,magma_celltype_Allen_Mouse_ALM2_level2.gsa.out,COVAR,
L6b,14940,0.00091171,0.0025329,0.010629,0.46582,,,,,,Allen_Mouse_ALM2_level2,magma_celltype_Allen_Mouse_ALM2_level2.gsa.out,COVAR,
Lamp5,14940,0.0072626,0.019678,0.0116,0.26564,,,,,,Allen_Mouse_ALM2_level2,magma_celltype_Allen_Mouse_ALM2_level2.gsa.out,COVAR,
Macrophage,14940,0.0024818,0.0042368,0.0066668,0.35485,,,,,,Allen_Mouse_ALM2_level2,magma_celltype_Allen_Mouse_ALM2_level2.gsa.out,COVAR,
Meis2,14940,0.0011565,0.0023837,0.0087103,0.44719,,,,,,Allen_Mouse_ALM2_level2,magma_celltype_Allen_Mouse_ALM2_level2.gsa.out,COVAR,
NP,14940,0.0022021,0.0059972,0.010999,0.42066,,,,,,Allen_Mouse_ALM2_level2,magma_celltype_Allen_Mouse_ALM2_level2.gsa.out,COVAR,
Oligo,14940,0.010941,0.02146,0.0078299,0.081167,,,,,,Allen_Mouse_ALM2_level2,magma_celltype_Allen_Mouse_ALM2_level2.gsa.out,COVAR,
Peri,14940,-0.0011592,-0.0022784,0.0052703,0.58704,,,,,,Allen_Mouse_ALM2_level2,magma_celltype_Allen_Mouse_ALM2_level2.gsa.out,COVAR,
Pvalb,14940,0.008607,0.023546,0.010317,0.20208,,,,,,Allen_Mouse_ALM2_level2,magma_celltype_Allen_Mouse_ALM2_level2.gsa.out,COVAR,
Serpinf1,14940,0.0055918,0.015006,0.011136,0.30779,,,,,,Allen_Mouse_ALM2_level2,magma_celltype_Allen_Mouse_ALM2_level2.gsa.out,COVAR,
SMC,14940,-0.016086,-0.029939,0.0065299,0.99311,,,,,,Allen_Mouse_ALM2_level2,magma_celltype_Allen_Mouse_ALM2_level2.gsa.out,COVAR,
Sncg,14940,0.0099737,0.027399,0.010418,0.16921,,,,,,Allen_Mouse_ALM2_level2,magma_celltype_Allen_Mouse_ALM2_level2.gsa.out,COVAR,
Sst,14940,0.0058881,0.015918,0.011577,0.30551,,,,,,Allen_Mouse_ALM2_level2,magma_celltype_Allen_Mouse_ALM2_level2.gsa.out,COVAR,
Vip,14940,0.010421,0.026395,0.012811,0.20798,,,,,,Allen_Mouse_ALM2_level2,magma_celltype_Allen_Mouse_ALM2_level2.gsa.out,COVAR,
VLMC,14940,-0.018207,-0.031202,0.0071332,0.99465,,,,,,Allen_Mouse_ALM2_level2,magma_celltype_Allen_Mouse_ALM2_level2.gsa.out,COVAR,
Astro_Aqp4,14940,0.0078892,0.015405,0.0061582,0.10009,,,,,,Allen_Mouse_ALM2_level3,magma_celltype_Allen_Mouse_ALM2_level3.gsa.out,COVAR,
CR_Lhx5,14940,-0.0045934,-0.0094816,0.0072565,0.73663,,,,,,Allen_Mouse_ALM2_level3,magma_celltype_Allen_Mouse_ALM2_level3.gsa.out,COVAR,
Endo_Ctla2a,14940,-0.0052193,-0.0095767,0.0060398,0.80624,,,,,,Allen_Mouse_ALM2_level3,magma_celltype_Allen_Mouse_ALM2_level3.gsa.out,COVAR,
Endo_Cytl1,14940,0.0047242,0.010659,0.0045823,0.15129,,,,,,Allen_Mouse_ALM2_level3,magma_celltype_Allen_Mouse_ALM2_level3.gsa.out,COVAR,
L2.3_IT_ALM_Macc1_Lrg1,14940,0.0064272,0.018157,0.010693,0.2739,,,,,,Allen_Mouse_ALM2_level3,magma_celltype_Allen_Mouse_ALM2_level3.gsa.out,COVAR,
L2.3_IT_ALM_Ptrf,14940,-0.00082592,-0.0023196,0.010485,0.53139,,,,,,Allen_Mouse_ALM2_level3,magma_celltype_Allen_Mouse_ALM2_level3.gsa.out,COVAR,
L2.3_IT_ALM_Sla,14940,0.00037977,0.0010712,0.01054,0.48563,,,,,,Allen_Mouse_ALM2_level3,magma_celltype_Allen_Mouse_ALM2_level3.gsa.out,COVAR,
L2.3_IT_VISp_Adamts2,14940,-0.018137,-0.052158,0.0066932,0.99663,,,,,,Allen_Mouse_ALM2_level3,magma_celltype_Allen_Mouse_ALM2_level3.gsa.out,COVAR,
L2.3_IT_VISp_Agmat,14940,0.0030263,0.0083616,0.0089607,0.36779,,,,,,Allen_Mouse_ALM2_level3,magma_celltype_Allen_Mouse_ALM2_level3.gsa.out,COVAR,
L2.3_IT_VISp_Rrad,14940,-0.015621,-0.046468,0.0063692,0.9929,,,,,,Allen_Mouse_ALM2_level3,magma_celltype_Allen_Mouse_ALM2_level3.gsa.out,COVAR,
L4_IT_VISp_Rspo1,14940,0.0023462,0.0065898,0.0064964,0.35899,,,,,,Allen_Mouse_ALM2_level3,magma_celltype_Allen_Mouse_ALM2_level3.gsa.out,COVAR,
L5_IT_ALM_Cbln4_Fezf2,14940,0.01263,0.035357,0.011982,0.14594,,,,,,Allen_Mouse_ALM2_level3,magma_celltype_Allen_Mouse_ALM2_level3.gsa.out,COVAR,
L5_IT_ALM_Cpa6_Gpr88,14940,0.0070841,0.02001,0.011699,0.27243,,,,,,Allen_Mouse_ALM2_level3,magma_celltype_Allen_Mouse_ALM2_level3.gsa.out,COVAR,
L5_IT_ALM_Gkn1_Pcdh19,14940,0.0074687,0.021099,0.010976,0.24812,,,,,,Allen_Mouse_ALM2_level3,magma_celltype_Allen_Mouse_ALM2_level3.gsa.out,COVAR,
L5_IT_ALM_Lypd1_Gpr88,14940,0.018083,0.050559,0.011264,0.054212,,,,,,Allen_Mouse_ALM2_level3,magma_celltype_Allen_Mouse_ALM2_level3.gsa.out,COVAR,
L5_IT_ALM_Npw,14940,0.0084086,0.023635,0.010985,0.222,,,,,,Allen_Mouse_ALM2_level3,magma_celltype_Allen_Mouse_ALM2_level3.gsa.out,COVAR,
L5_IT_ALM_Pld5,14940,0.01357,0.037791,0.011767,0.12441,,,,,,Allen_Mouse_ALM2_level3,magma_celltype_Allen_Mouse_ALM2_level3.gsa.out,COVAR,
L5_IT_ALM_Tmem163_Arhgap25,14940,0.016131,0.045648,0.010959,0.070519,,,,,,Allen_Mouse_ALM2_level3,magma_celltype_Allen_Mouse_ALM2_level3.gsa.out,COVAR,
L5_IT_ALM_Tmem163_Dmrtb1,14940,0.014558,0.041137,0.010724,0.08731,,,,,,Allen_Mouse_ALM2_level3,magma_celltype_Allen_Mouse_ALM2_level3.gsa.out,COVAR,
L5_IT_ALM_Tnc,14940,0.014077,0.039521,0.011126,0.1029,,,,,,Allen_Mouse_ALM2_level3,magma_celltype_Allen_Mouse_ALM2_level3.gsa.out,COVAR,
L5_IT_VISp_Batf3,14940,-0.016239,-0.046133,0.00908,0.96313,,,,,,Allen_Mouse_ALM2_level3,magma_celltype_Allen_Mouse_ALM2_level3.gsa.out,COVAR,
L5_IT_VISp_Col27a1,14940,0.0017963,0.0051234,0.0098481,0.42764,,,,,,Allen_Mouse_ALM2_level3,magma_celltype_Allen_Mouse_ALM2_level3.gsa.out,COVAR,
L5_IT_VISp_Col6a1_Fezf2,14940,-0.0077036,-0.02281,0.0069292,0.86687,,,,,,Allen_Mouse_ALM2_level3,magma_celltype_Allen_Mouse_ALM2_level3.gsa.out,COVAR,
L5_IT_VISp_Whrn_Tox2,14940,0.0045437,0.013671,0.0065166,0.24283,,,,,,Allen_Mouse_ALM2_level3,magma_celltype_Allen_Mouse_ALM2_level3.gsa.out,COVAR,
L5_NP_ALM_Trhr_Nefl,14940,-0.0020857,-0.0056918,0.012018,0.56889,,,,,,Allen_Mouse_ALM2_level3,magma_celltype_Allen_Mouse_ALM2_level3.gsa.out,COVAR,
L5_NP_VISp_Trhr_Cpne7,14940,-0.011076,-0.030486,0.0080939,0.91439,,,,,,Allen_Mouse_ALM2_level3,magma_celltype_Allen_Mouse_ALM2_level3.gsa.out,COVAR,
L5_NP_VISp_Trhr_Met,14940,-0.0082723,-0.024472,0.0035613,0.9899,,,,,,Allen_Mouse_ALM2_level3,magma_celltype_Allen_Mouse_ALM2_level3.gsa.out,COVAR,
L5_PT_ALM_Hpgd,14940,0.01671,0.046712,0.011231,0.068412,,,,,,Allen_Mouse_ALM2_level3,magma_celltype_Allen_Mouse_ALM2_level3.gsa.out,COVAR,
L5_PT_ALM_Npsr1,14940,0.012606,0.035436,0.01092,0.12417,,,,,,Allen_Mouse_ALM2_level3,magma_celltype_Allen_Mouse_ALM2_level3.gsa.out,COVAR,
L5_PT_ALM_Slco2a1,14940,0.015616,0.043323,0.01104,0.078607,,,,,,Allen_Mouse_ALM2_level3,magma_celltype_Allen_Mouse_ALM2_level3.gsa.out,COVAR,
L6_CT_ALM_Cpa6,14940,-0.021771,-0.060345,0.012076,0.96428,,,,,,Allen_Mouse_ALM2_level3,magma_celltype_Allen_Mouse_ALM2_level3.gsa.out,COVAR,
L6_CT_ALM_Nxph2_Sla,14940,-0.0096655,-0.027124,0.01221,0.7857,,,,,,Allen_Mouse_ALM2_level3,magma_celltype_Allen_Mouse_ALM2_level3.gsa.out,COVAR,
