Trait1,Trait2,Trait1_code,Trait2_code,corr
parkinsons disease,"Volume of grey matter in Parahippocampal Gyrus, anterior division (right)",HC206,INI25849,0.563007734135803
parkinsons disease,buprenorphine,HC206,MED1140871732,0.562840663795515
parkinsons disease,garlic product,HC206,MED1140911732,0.562276995491553
parkinsons disease,back pain,HC206,HC7,0.560258233714622
parkinsons disease,Mean ISOVF in medial lemniscus on FA skeleton (left),HC206,INI25449,0.558984064286666
parkinsons disease,tonsiltis,HC206,HC331,0.557983285296733
parkinsons disease,Chronic bronchitis/emphysema,HC206,FH1113,0.557610585678699
parkinsons disease,Pravastatin,HC206,MED1000000004,0.557315194730784
parkinsons disease,Mean ISOVF in medial lemniscus on FA skeleton (right),HC206,INI25448,0.557290670061257
parkinsons disease,3mm index of best keratometry results (left),HC206,INI5292,0.557046965899321
parkinsons disease,femulen tablet,HC206,MED1140869362,0.556078612494893
parkinsons disease,Mean FA in cingulum hippocampus on FA skeleton (left),HC206,INI25093,0.555520780639736
parkinsons disease,bladder problem (not cancer),HC206,HC395,0.554167294529449
parkinsons disease,peritonitis,HC206,HC121,0.553985440931491
parkinsons disease,Wears glasses or contact lenses,HC206,BIN2207,0.553972816763399
Parkinson's disease,metoclopramide,FH1262,MED1140879494,0.553584276694935
parkinsons disease,pulmonary fibrosis,HC206,HC84,0.553331642303197
parkinsons disease,uterine polyps,HC206,HC254,0.553045192453304
parkinsons disease,cervical cancer,HC206,cancer1041,0.552879380016936
parkinsons disease,efexor 37.5mg tablet,HC206,MED1140916288,0.552719985287242
parkinsons disease,psychological/psychiatric problem,HC206,HC420,0.552592045227323
parkinsons disease,ibuprofen,HC206,MED1140871310,0.552495855184078
parkinsons disease,trigemminal neuralgia,HC206,HC390,0.550103939692918
parkinsons disease,Doctor diagnosed tuberculosis,HC206,BIN22137,0.54885521324021
parkinsons disease,shingles,HC206,HC105,0.547401740349728
parkinsons disease,gastritis/gastric erosions,HC206,HC275,0.54716849842595
parkinsons disease,Mean FA in tapetum on FA skeleton (left),HC206,INI25103,0.546678849551412
parkinsons disease,prozac 20mg capsule,HC206,MED1140867876,0.546471857916414
parkinsons disease,loestrin 20 tablet,HC206,MED1140869324,0.546400472827109
parkinsons disease,Median T2star in accumbens (left),HC206,INI25038,0.546290852198802
parkinsons disease,sodium cromoglicate,HC206,MED1140909788,0.545811310174094
parkinsons disease,disc problem,HC206,HC230,0.545783489413891
Parkinson's disease,chickenpox,FH1262,HC144,0.545240714197105
parkinsons disease,Weighted-mean MO in tract superior longitudinal fasciculus (left),HC206,INI25563,0.543685329687554
parkinsons disease,menorrhagia (unknown cause),HC206,HC340,0.542910252516735
parkinsons disease,Number of unsuccessful stop-smoking attempts,HC206,INI2926,0.542776832968945
parkinsons disease,lofepramine,HC206,MED1140867726,0.542493723997059
parkinsons disease,seretide 50 evohaler,HC206,MED1141176832,0.542074356810316
parkinsons disease,Volume of grey matter in Superior Parietal Lobule (right),HC206,INI25817,0.541814168012584
parkinsons disease,thyroid problem (not cancer),HC206,HC180,0.541114335698866
parkinsons disease,Cough on most days,HC206,BIN22502,0.540182313686801
parkinsons disease,senna,HC206,MED1140865716,0.539484224295101
parkinsons disease,tegretol 100mg tablet,HC206,MED1140872072,0.539032615445723
parkinsons disease,throat or larynx disorder,HC206,HC384,0.53882045783214
parkinsons disease,Mean ISOVF in superior cerebellar peduncle on FA skeleton (right),HC206,INI25452,0.538126770815969
parkinsons disease,ramipril,HC206,MED1140860806,0.537701807621071
parkinsons disease,xalatan 0.005% eye drops,HC206,MED1141146198,0.53690869791574
parkinsons disease,budesonide,HC206,MED1140862572,0.536338810401505
parkinsons disease,meningitis,HC206,HC320,0.535677281701213
parkinsons disease,ipratropium,HC206,MED1140883548,0.535204251818556
parkinsons disease,indapamide,HC206,MED1140866078,0.534683024307807
parkinsons disease,calcichew forte 2.5g chewable tablet,HC206,MED1140870862,0.53319075013398
parkinsons disease,Mean ICVF in superior cerebellar peduncle on FA skeleton (left),HC206,INI25357,0.531973225949838
parkinsons disease,Mother's age,HC206,INI1845,0.530686614811969
parkinsons disease,calcium salts,HC206,MED1140870788,0.530242919569941
parkinsons disease,losec 10mg capsule,HC206,MED1140909578,0.530047812577981
parkinsons disease,Years of cough on most days,HC206,INI22503,0.529854016384903
parkinsons disease,Leg pain when walking normally,HC206,BIN5485,0.52767066019039
parkinsons disease,nitrolingual 400micrograms spray,HC206,MED1140860840,0.526967938745314
parkinsons disease,aplastic anaemia,HC206,HC48,0.526814496530165
parkinsons disease,pituitary adenoma/tumour,HC206,HC63,0.525163221870648
parkinsons disease,Weighted-mean FA in tract uncinate fasciculus (left),HC206,INI25513,0.524514095431643
parkinsons disease,Mean FA in external capsule on FA skeleton (right),HC206,INI25088,0.524116141570602
parkinsons disease,amlodipine,HC206,MED1140879802,0.52390851367651
parkinsons disease,bowel/intestinal obstruction,HC206,HC1,0.523847572275349
parkinsons disease,"Volume of grey matter in Middle Temporal Gyrus, anterior division (right)",HC206,INI25803,0.523624678932753
parkinsons disease,Weighted-mean OD in tract posterior thalamic radiation (right),HC206,INI25697,0.522438020120229
parkinsons disease,muscle or soft tissue injuries,HC206,HC129,0.522157211783228
parkinsons disease,disorder of adrenal gland,HC206,HC68,0.521011729349366
parkinsons disease,stomach cancer,HC206,cancer1018,0.520687670357308
parkinsons disease,Volume of grey matter in Supracalcarine Cortex (left),HC206,INI25874,0.519695749344122
parkinsons disease,eye trauma,HC206,HC101,0.51853019254146
parkinsons disease,ibandronic acid,HC206,MED1141180314,0.516156124336647
parkinsons disease,burns N/A,HC206,HC304,0.514707677473611
parkinsons disease,Volume of grey matter in Temporal Occipital Fusiform Cortex (left),HC206,INI25858,0.512677514250189
parkinsons disease,valsartan,HC206,MED1141145660,0.512501031933999
Parkinson's disease,Number of children fathered,FH1262,INI2405,0.511820699147
Parkinson's disease,Age hayfever or allergic rhinitis diagnosed by doctor,FH1262,INI22146,0.510543334597737
parkinsons disease,alfuzosin,HC206,MED1140879774,0.509955707451125
parkinsons disease,"Long-standing illness, disability or infirmity",HC206,BIN2188,0.509753529425888
Parkinson's disease,gestational hypertension/pre-eclampsia,FH1262,HC109,0.508330208617482
parkinsons disease,mitral valve prolapse,HC206,HC432,0.507674826989439
parkinsons disease,moxonidine,HC206,MED1140928284,0.506428829707037
parkinsons disease,sodium thyroxine,HC206,MED1140910814,0.505232270185761
parkinsons disease,optic neuritis,HC206,HC358,0.504328113510879
Parkinson's disease,helicobacter pylori,FH1262,HC386,0.504109456954351
parkinsons disease,breast disease (not cancer),HC206,HC247,0.502435342133582
parkinsons disease,Weighted-mean MO in tract posterior thalamic radiation (right),HC206,INI25562,0.501908646815841
parkinsons disease,LV ejection fraction,HC206,INI22420,0.500411586640239
parkinsons disease,Weighted-mean OD in tract cingulate gyrus part of cingulum (left),HC206,INI25681,0.499825174025571
Parkinson's disease,doxazosin,FH1262,MED1140879778,0.499315167332751
parkinsons disease,olanzapine,HC206,MED1140928916,0.496969728656003
parkinsons disease,ovarian cancer,HC206,cancer1039,0.495702036056749
parkinsons disease,Weighted-mean OD in tract inferior fronto-occipital fasciculus (right),HC206,INI25690,0.495627738424543
parkinsons disease,carvedilol,HC206,MED1140909368,0.495473610495223
parkinsons disease,diazepam,HC206,MED1140863152,0.494918837902626
parkinsons disease,gallbladder/bile duct cancer,HC206,cancer1025,0.493843746015278
parkinsons disease,frusemide,HC206,MED1140866116,0.491773197680993
parkinsons disease,gtn 400micrograms spray,HC206,MED1140851812,0.49153950372602
Parkinson's disease,kidney stone/ureter stone/bladder stone,FH1262,HC374,0.490877110106166
parkinsons disease,Volume of grey matter in X Cerebellum (left),HC206,INI25918,0.490096965643892
parkinsons disease,whooping cough/pertussis,HC206,HC282,0.489532561656775
parkinsons disease,carbamazepine,HC206,MED2038459704,0.488854506930897
parkinsons disease,chronic myeloid,HC206,cancer1056,0.48803931375333
parkinsons disease,Number of spontaneous miscarriages,HC206,INI3839,0.48687638535452
parkinsons disease,fracture sternum,HC206,HC334,0.486611646759158
Parkinson's disease,Maximum digits remembered correctly,FH1262,INI4282,0.485372405317808
parkinsons disease,depo-provera 50mg/1ml injection,HC206,MED1140857620,0.484702084340758
parkinsons disease,oxytetracycline,HC206,MED1140873548,0.483341355126929
parkinsons disease,pericarditis,HC206,HC242,0.479183451930608
Parkinson's disease,Mean ISOVF in medial lemniscus on FA skeleton (right),FH1262,INI25448,0.478884182080957
parkinsons disease,"Volume of grey matter in Lateral Occipital Cortex, superior division (right)",HC206,INI25825,0.478429866045149
parkinsons disease,type 1 diabetes,HC206,HC337,0.478429594994022
parkinsons disease,amoxicillin,HC206,MED1141180226,0.47777126032925
Parkinson's disease,testicular cancer,FH1262,cancer1045,0.476966052939334
parkinsons disease,Median T2star in amygdala (right),HC206,INI25037,0.476156212670098
parkinsons disease,Mean FA in tapetum on FA skeleton (right),HC206,INI25102,0.476011941492608
parkinsons disease,retinal problem,HC206,HC143,0.474891065730019
parkinsons disease,Volume of grey matter in Thalamus (left),HC206,INI25878,0.473172374066569
parkinsons disease,kliovance 1mg/0.5mg tablet,HC206,MED1141168326,0.47247908850204
parkinsons disease,Weighted-mean OD in tract medial lemniscus (left),HC206,INI25694,0.470664684964955
parkinsons disease,adcal 600mg chewable tablet,HC206,MED1141171948,0.470542157074506
parkinsons disease,rectal or colon adenoma/polyps,HC206,HC16,0.469397727290076
Parkinson's disease,dihydrocodeine,FH1262,MED1140884464,0.468865737630229
parkinsons disease,mebeverine,HC206,MED1140879428,0.468005926673159
Parkinson's disease,unclassifiable,FH1262,HC43,0.467302955799004
parkinsons disease,trazodone,HC206,MED1140879634,0.466933974327234
parkinsons disease,nervous breakdown,HC206,HC40,0.466853908649034
parkinsons disease,co-amilozide,HC206,MED1140923276,0.466417342006772
parkinsons disease,trandolapril,HC206,MED1140860904,0.465596357277005
Parkinson's disease,cod liver oil capsule,FH1262,MED1140909674,0.464079151525924
parkinsons disease,other abdominal problem,HC206,HC421,0.463952080991988
parkinsons disease,pioglitazone,HC206,MED1141171646,0.463401870572099
parkinsons disease,fracture fibula,HC206,HC260,0.462898965707341
parkinsons disease,tadalafil,HC206,MED1141187810,0.462181191449842
Parkinson's disease,mirena 20mcg/24hrs intrauterine system,FH1262,MED1140921822,0.462064366672983
parkinsons disease,nicorandil,HC206,MED1140910766,0.461101401194182
parkinsons disease,dermovate cream,HC206,MED1140882782,0.45987578646426
Parkinson's disease,tuberculosis (tb),FH1262,HC62,0.458984640726211
parkinsons disease,fenofibrate,HC206,MED1140861954,0.458640420841797
Parkinson's disease,Mean ISOVF in medial lemniscus on FA skeleton (left),FH1262,INI25449,0.458604290604481
parkinsons disease,detrusitol 1mg tablet,HC206,MED1141162824,0.456802401287225
parkinsons disease,hyperparathyroidism,HC206,HC198,0.456405433967004
Parkinson's disease,loperamide,FH1262,MED1140879464,0.456197495845294
parkinsons disease,interstitial lung disease,HC206,HC220,0.453716206326089
parkinsons disease,nexium 20mg tablet,HC206,MED1141177532,0.45284042871809
parkinsons disease,flixotide 25micrograms inhaler,HC206,MED1140864286,0.452766673340169
parkinsons disease,food intolerance,HC206,HC89,0.452288683004643
parkinsons disease,allergy or anaphylactic reaction to food,HC206,HC234,0.450884196104488
parkinsons disease,Volume of grey matter in Caudate (left),HC206,INI25880,0.449793483670176
parkinsons disease,Number of children fathered,HC206,INI2405,0.449769874835767
parkinsons disease,vitamin b6 preparation,HC206,MED1140909874,0.449349496178762
parkinsons disease,synovitis,HC206,HC142,0.449096963388138
Parkinson's disease,appendicitis,FH1262,HC79,0.447242135739034
Parkinson's disease,Cardiac index,FH1262,INI22425,0.447035079626398
parkinsons disease,cetirizine,HC206,MED1140883504,0.446868416078289
parkinsons disease,sulfasalazine,HC206,MED1140909702,0.446679792766008
parkinsons disease,cranial nerve problem/palsy,HC206,HC241,0.445952897922565
parkinsons disease,Weighted-mean ISOVF in tract uncinate fasciculus (right),HC206,INI25730,0.445626926712785
parkinsons disease,pleurisy,HC206,HC34,0.444416209011012
parkinsons disease,peripheral nerve injury,HC206,HC191,0.444390251618963
Parkinson's disease,back problem,FH1262,HC237,0.443532244574798
Parkinson's disease,lamotrigine,FH1262,MED1140872290,0.442789035138922
parkinsons disease,Mean ISOVF in anterior limb of internal capsule on FA skeleton (left),HC206,INI25457,0.441831225351663
parkinsons disease,cipralex 5mg tablet,HC206,MED1141190158,0.441304142036022
parkinsons disease,Weighted-mean MO in tract anterior thalamic radiation (left),HC206,INI25544,0.440747755578207
Parkinson's disease,diverticular disease/diverticulitis,FH1262,HC262,0.439456546649372
parkinsons disease,cerebral aneurysm,HC206,HC278,0.438470011878442
parkinsons disease,"Volume of grey matter in Supramarginal Gyrus, posterior division (right)",HC206,INI25821,0.43829285728571
Parkinson's disease,cervical spondylosis,FH1262,HC418,0.438198028646078
parkinsons disease,anorexia/bulimia/other eating disorder,HC206,HC361,0.438127537718202
Parkinson's disease,prostatitis,FH1262,HC161,0.437226660824994
parkinsons disease,"Volume of grey matter in Inferior Temporal Gyrus, temporooccipital part (left)",HC206,INI25812,0.436684153379527
parkinsons disease,varicose ulcer,HC206,HC268,0.435946243145281
parkinsons disease,dovobet ointment,HC206,MED1141179992,0.434118877925197
parkinsons disease,Mean ISOVF in retrolenticular part of internal capsule on FA skeleton (left),HC206,INI25461,0.433546468424314
Parkinson's disease,other joint disorder,FH1262,HC285,0.433124951903614
parkinsons disease,escitalopram,HC206,MED1141180212,0.432505069553913
parkinsons disease,ovestin 0.1% vaginal cream,HC206,MED1140869036,0.432278466000044
Parkinson's disease,bone disorder,FH1262,HC134,0.43210542278574
Parkinson's disease,cannabis use frequency,FH1262,INI20453,0.431945718110393
parkinsons disease,food supplement/plant/herbal extract,HC206,MED1199,0.431335775872744
parkinsons disease,"Volume of grey matter in Supramarginal Gyrus, anterior division (left)",HC206,INI25818,0.430527651638975
Parkinson's disease,LV stroke volume,FH1262,INI22423,0.430359123833441
parkinsons disease,rubella/german measles,HC206,HC224,0.429518934635607
Parkinson's disease,Length of menstrual cycle,FH1262,INI3710,0.429444058018208
Parkinson's disease,Weighted-mean ISOVF in tract posterior thalamic radiation (right),FH1262,INI25724,0.429400807422023
parkinsons disease,piriton 4mg tablet,HC206,MED1140862628,0.428787466466518
Parkinson's disease,Inverted signal-to-noise ratio in T1,FH1262,INI25734,0.428133315876168
parkinsons disease,fibromyalgia,HC206,HC346,0.428106193657607
Parkinson's disease,Number of unsuccessful stop-smoking attempts,FH1262,INI2926,0.427626484471557
parkinsons disease,duodenal ulcer,HC206,HC357,0.426199834713371
parkinsons disease,arimidex 1mg tablet,HC206,MED1140923022,0.424897963269406
