Sheet,Cell_Type,Sig,Count,Reference,Source,Dataset
Bryois2020,striatum_microglia,0.30984,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 6,Saunders et al. (2018)
Bryois2020,opc_cer,0.31069,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 9,Lake et al. (2018)
Bryois2020,ex4,0.31271,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 9,Lake et al. (2018)
Bryois2020,striatum_oligodendrocytes,0.31358,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 6,Saunders et al. (2018)
Bryois2020,entopdeduncular_&_subthalamic_nuclei_mural,0.3176590893,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 6,Saunders et al. (2018)
Bryois2020,globus_pallidus_externus_&_nucleus_basalis_endo...,0.3242,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 6,Saunders et al. (2018)
Bryois2020,oligodendrocytes,0.324535701,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 8,Habib et al. (2017)
Bryois2020,globus_pallidus_externus_&_nucleus_basalis_neurons,0.32561,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 6,Saunders et al. (2018)
Bryois2020,non_glutamatergic_neuroblasts,0.32775,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 2,Zeisel et al. (2018)
Bryois2020,striatum_endothelial_stalk,0.3283,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 6,Saunders et al. (2018)
Bryois2020,in1b,0.3338540247,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 9,Lake et al. (2018)
Bryois2020,entopdeduncular_&_subthalamic_nuclei_astrocytes,0.3359145931,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 6,Saunders et al. (2018)
Bryois2020,striatum_neurogenesis,0.3390891402,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 6,Saunders et al. (2018)
Bryois2020,oxytocin_vasopressin_expressing_neurons,0.34059,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 7,Skene et al. (2018)
Bryois2020,in1c,0.3426067113,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 9,Lake et al. (2018)
Bryois2020,cerebellum_endothelial_stalk,0.344,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 6,Saunders et al. (2018)
Bryois2020,astrocytes_ependymal,0.3446969224,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 7,Skene et al. (2018)
Bryois2020,embryonic_midbrain_nucleus_neurons,0.3476127674,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 7,Skene et al. (2018)
Bryois2020,frontal_cortex_microglia,0.35207,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 6,Saunders et al. (2018)
Bryois2020,ex5a,0.3634227207,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 9,Lake et al. (2018)
Bryois2020,posterior_cortex_macrophages,0.3661963582,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 6,Saunders et al. (2018)
Bryois2020,hippocampus_macrophages,0.3702209157,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 6,Saunders et al. (2018)
Bryois2020,thalamus_microglia,0.3741253165,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 6,Saunders et al. (2018)
Bryois2020,in1a,0.37467,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 9,Lake et al. (2018)
Bryois2020,sympathetic_cholinergic_neurons,0.39064,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 2,Zeisel et al. (2018)
Bryois2020,endothelial_cells,0.3922052147,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 8,Habib et al. (2017)
Bryois2020,pyramidal_neurons_ca1,0.39375,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 8,Habib et al. (2017)
Bryois2020,di_and_mesencephalon_inhibitory_neurons,0.3981713095,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 2,Zeisel et al. (2018)
Bryois2020,substantia_nigra_&_ventral_tegmental_area_epend...,0.40457,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 6,Saunders et al. (2018)
Bryois2020,pyramidal_neurons_ss,0.40894,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 7,Skene et al. (2018)
Bryois2020,cerebellum_astrocytes,0.41209,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 6,Saunders et al. (2018)
Bryois2020,striatum_macrophages,0.41451,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 6,Saunders et al. (2018)
Bryois2020,oligodendrocyte_precursors,0.4160727719,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 7,Skene et al. (2018)
Bryois2020,non_glutamatergic_neuroblasts,0.4201365441,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 2,Zeisel et al. (2018)
Bryois2020,posterior_cortex_astrocytes,0.4247542308,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 6,Saunders et al. (2018)
Bryois2020,in1c,0.42481,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 9,Lake et al. (2018)
Bryois2020,purk2,0.4265856915,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 9,Lake et al. (2018)
Bryois2020,granule_neurons_dentate_gyrus,0.4293022963,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 8,Habib et al. (2017)
Bryois2020,hypothalamic_glutamatergic_neurons,0.43084,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 7,Skene et al. (2018)
Bryois2020,olfactory_ensheathing_cells,0.44094,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 2,Zeisel et al. (2018)
Bryois2020,globus_pallidus_externus_&_nucleus_basalis_endo...,0.44527,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 6,Saunders et al. (2018)
Bryois2020,vascular_leptomeningeal_cells,0.44814,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 7,Skene et al. (2018)
Bryois2020,posterior_cortex_mural,0.4482203399,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 6,Saunders et al. (2018)
Bryois2020,in6b,0.4562,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 9,Lake et al. (2018)
Bryois2020,cerebellum_choroid_plexus,0.4649408849,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 6,Saunders et al. (2018)
Bryois2020,embryonic_gabaergic_neurons,0.46614,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 7,Skene et al. (2018)
Bryois2020,schwann_cells,0.46899,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 2,Zeisel et al. (2018)
Bryois2020,ex8,0.47139,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 9,Lake et al. (2018)
Bryois2020,striatum_microglia,0.4731990391,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 6,Saunders et al. (2018)
Bryois2020,hippocampus_choroid_plexus,0.4747,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 6,Saunders et al. (2018)
Bryois2020,ex5b,0.48373,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 9,Lake et al. (2018)
Bryois2020,gran,0.4862079033,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 9,Lake et al. (2018)
Bryois2020,hypothalamic_dopaminergic_neurons,0.48927,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 7,Skene et al. (2018)
Bryois2020,schwann_cells,0.4903707598,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 2,Zeisel et al. (2018)
Bryois2020,frontal_cortex_endothelial_stalk,0.49693,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 6,Saunders et al. (2018)
Bryois2020,hippocampus_astrocytes,0.499998855,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 6,Saunders et al. (2018)
Bryois2020,serotonergic_neurons,0.50252,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 7,Skene et al. (2018)
Bryois2020,pyramidal_neurons_ca3,0.50467,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 8,Habib et al. (2017)
Bryois2020,globus_pallidus_externus_&_nucleus_basalis_mural,0.50598,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 6,Saunders et al. (2018)
Bryois2020,substantia_nigra_&_ventral_tegmental_area_micro...,0.5070443393,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 6,Saunders et al. (2018)
Bryois2020,thalamus_macrophages,0.50805,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 6,Saunders et al. (2018)
Bryois2020,satellite_glia,0.50907,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 2,Zeisel et al. (2018)
Bryois2020,ex2,0.51146,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 9,Lake et al. (2018)
Bryois2020,frontal_cortex_astrocytes,0.5154953356,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 6,Saunders et al. (2018)
Bryois2020,pericytes,0.51625,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 2,Zeisel et al. (2018)
Bryois2020,thalamus_microglia,0.52212,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 6,Saunders et al. (2018)
Bryois2020,striatal_interneurons,0.5261318495,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 7,Skene et al. (2018)
Bryois2020,ex3d,0.5271384911,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 9,Lake et al. (2018)
Bryois2020,ex1,0.52832,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 9,Lake et al. (2018)
Bryois2020,astrocytes,0.5284103832,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 2,Zeisel et al. (2018)
Bryois2020,globus_pallidus_externus_&_nucleus_basalis_mural,0.5316281573,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 6,Saunders et al. (2018)
Bryois2020,ex3a,0.5335100971,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 9,Lake et al. (2018)
Bryois2020,globus_pallidus_externus_&_nucleus_basalis_micr...,0.53409,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 6,Saunders et al. (2018)
Bryois2020,thalamus_macrophages,0.5352630053,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 6,Saunders et al. (2018)
Bryois2020,granule_neurons_dentate_gyrus,0.54362,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 8,Habib et al. (2017)
Bryois2020,striatum_astrocytes,0.54655729,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 6,Saunders et al. (2018)
Bryois2020,hippocampus_ependymal,0.551907947,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 6,Saunders et al. (2018)
Bryois2020,striatum_ependymal,0.55451,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 6,Saunders et al. (2018)
Bryois2020,interneurons_1,0.56575,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 8,Habib et al. (2017)
Bryois2020,entopdeduncular_&_subthalamic_nuclei_mural,0.56783,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 6,Saunders et al. (2018)
Bryois2020,endothelial_mural_cells,0.5692375301,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 7,Skene et al. (2018)
Bryois2020,endothelial_cells,0.5873,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 8,Habib et al. (2017)
Bryois2020,thalamus_ependymal,0.5889448369,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 6,Saunders et al. (2018)
Bryois2020,perivascular_macrophages,0.59172,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 2,Zeisel et al. (2018)
Bryois2020,posterior_cortex_mural,0.59204,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 6,Saunders et al. (2018)
Bryois2020,ex3c,0.59304,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 9,Lake et al. (2018)
Bryois2020,hippocampus_microglia,0.59324,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 6,Saunders et al. (2018)
Bryois2020,dentate_gyrus_radial_glia_like_cells,0.593461069,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 2,Zeisel et al. (2018)
Bryois2020,microglia,0.59657,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 7,Skene et al. (2018)
Bryois2020,substantia_nigra_&_ventral_tegmental_area_macro...,0.60543,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 6,Saunders et al. (2018)
Bryois2020,hypothalamic_dopaminergic_neurons,0.6062924407,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 7,Skene et al. (2018)
Bryois2020,microglia,0.60916,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 2,Zeisel et al. (2018)
Bryois2020,frontal_cortex_endothelial_stalk,0.6113910943,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 6,Saunders et al. (2018)
Bryois2020,vascular_leptomeningeal_cells,0.6207005741,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 7,Skene et al. (2018)
Bryois2020,oligodendrocyte_precursors_2,0.6207550322,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 8,Habib et al. (2017)
Bryois2020,in4b,0.6218,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 9,Lake et al. (2018)
Bryois2020,perivascular_macrophages,0.6225041659,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 2,Zeisel et al. (2018)
Bryois2020,entopdeduncular_&_subthalamic_nuclei_endothelia...,0.63247,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 6,Saunders et al. (2018)
Bryois2020,pyramidal_neurons_ss_2,0.63591,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 8,Habib et al. (2017)
Bryois2020,medium_spiny_neurons,0.64019,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 7,Skene et al. (2018)
Bryois2020,substantia_nigra_&_ventral_tegmental_area_micro...,0.64279,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 6,Saunders et al. (2018)
Bryois2020,substantia_nigra_&_ventral_tegmental_area_mural,0.64491,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 6,Saunders et al. (2018)
Bryois2020,astrocytes_1,0.6492608595,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 8,Habib et al. (2017)
Bryois2020,in4a,0.6538858589,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 9,Lake et al. (2018)
Bryois2020,cerebellum_neurons,0.6605586068,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 2,Zeisel et al. (2018)
Bryois2020,enteric_glia,0.66525,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 2,Zeisel et al. (2018)
Bryois2020,globus_pallidus_externus_&_nucleus_basalis_micr...,0.6698594754,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 6,Saunders et al. (2018)
Bryois2020,substantia_nigra_&_ventral_tegmental_area_mural,0.6771248895,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 6,Saunders et al. (2018)
Bryois2020,frontal_cortex_macrophages,0.67848,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 6,Saunders et al. (2018)
Bryois2020,hippocampus_microglia,0.6798979578,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 6,Saunders et al. (2018)
Bryois2020,ex3a,0.68104,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 9,Lake et al. (2018)
Bryois2020,in7,0.68382,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 9,Lake et al. (2018)
Bryois2020,in2,0.6887943907,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 9,Lake et al. (2018)
Bryois2020,in6a,0.69161,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 9,Lake et al. (2018)
Bryois2020,hippocampus_ependymal,0.69233,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 6,Saunders et al. (2018)
Bryois2020,thalamus_mural,0.69642,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 6,Saunders et al. (2018)
Bryois2020,ex1,0.6972242748,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 9,Lake et al. (2018)
Bryois2020,in6a,0.6975680827,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 9,Lake et al. (2018)
Bryois2020,hippocampus_mural,0.7001,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 6,Saunders et al. (2018)
Bryois2020,striatum_mural,0.7059740025,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 6,Saunders et al. (2018)
Bryois2020,globus_pallidus_externus_&_nucleus_basalis_macr...,0.70616,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 6,Saunders et al. (2018)
Bryois2020,posterior_cortex_endothelial_tip,0.70701,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 6,Saunders et al. (2018)
Bryois2020,globus_pallidus_externus_&_nucleus_basalis_epen...,0.707033687,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 6,Saunders et al. (2018)
Bryois2020,medium_spiny_neurons,0.7097703617,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 7,Skene et al. (2018)
Bryois2020,entopdeduncular_&_subthalamic_nuclei_endothelia...,0.7135278985,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 6,Saunders et al. (2018)
Bryois2020,vascular_smooth_muscle_cells,0.71747,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 2,Zeisel et al. (2018)
Bryois2020,hippocampus_endothelial_tip,0.71786,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 6,Saunders et al. (2018)
Bryois2020,peripheral_sensory_non_peptidergic_neurons,0.7178632808,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 2,Zeisel et al. (2018)
Bryois2020,vascular_endothelial_cells,0.71924,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 2,Zeisel et al. (2018)
Bryois2020,ex3e,0.72088,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 9,Lake et al. (2018)
Bryois2020,subcommissural_organ_hypendymal_cells,0.7291116097,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 2,Zeisel et al. (2018)
Bryois2020,frontal_cortex_mural,0.72983,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 6,Saunders et al. (2018)
Bryois2020,hypothalamic_gabaergic_neurons,0.732192797,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 7,Skene et al. (2018)
Bryois2020,posterior_cortex_endothelial_tip,0.7361243803,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 6,Saunders et al. (2018)
Bryois2020,in8,0.7370462142,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 9,Lake et al. (2018)
Bryois2020,in3,0.7402890703,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 9,Lake et al. (2018)
Bryois2020,enteric_glia,0.741152228,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 2,Zeisel et al. (2018)
Bryois2020,in2,0.74452,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 9,Lake et al. (2018)
Bryois2020,cerebellum_astrocytes,0.7448919629,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 6,Saunders et al. (2018)
Bryois2020,ex6a,0.74694,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 9,Lake et al. (2018)
Bryois2020,hippocampus_endothelial_tip,0.7484413467,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 6,Saunders et al. (2018)
Bryois2020,radial_glia_like_cells,0.7496,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 7,Skene et al. (2018)
Bryois2020,ex3c,0.750978127,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 9,Lake et al. (2018)
Bryois2020,interneurons_2,0.7513562977,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 8,Habib et al. (2017)
Bryois2020,substantia_nigra_&_ventral_tegmental_area_macro...,0.7600311047,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 6,Saunders et al. (2018)
Bryois2020,neural_progenitors,0.76142,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 7,Skene et al. (2018)
Bryois2020,substantia_nigra_&_ventral_tegmental_area_epend...,0.7622133142,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 6,Saunders et al. (2018)
Bryois2020,thalamus_mural,0.7657851332,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 6,Saunders et al. (2018)
Bryois2020,interneurons,0.7687149736,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 7,Skene et al. (2018)
Bryois2020,hippocampus_mural,0.7720419823,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 6,Saunders et al. (2018)
Bryois2020,thalamus_endothelial_tip,0.773755458,,"Bryois et al, 2020 (Nature Genetics)",Supplementary Table 6,Saunders et al. (2018)
