Sheet,Trait1,Trait2,corr,Reference,Source,Dataset
Nalls2019,parkinsons_disease,lumbar_spine_bone_mineral_density,0.0482,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,duration_of_fitness_test,0.048,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,cholesterol_esters_in_medium_ldl,0.0478,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,knee_pain_for_3+_months,0.0475,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,impedance_of_leg_left,0.047,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,impedance_of_leg_right,0.0467,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,creatinine,0.0456,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,types_of_physical_activity_in_last_4_weeks_heav...,0.0455,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,frequency_of_other_exercises_in_last_4_weeks,0.0446,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,total_lipids_in_small_ldl,0.0444,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,mouth_teeth_dental_problems_mouth_ulcers,0.0442,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,diagnoses_main_icd10_s09_other_and_unspecified_...,0.0442,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,heel_bone_mineral_density_bmd_t_score_automated,0.0439,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,vitamin_and_mineral_supplements_vitamin_c,0.0434,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,types_of_physical_activity_in_last_4_weeks_stre...,0.0428,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,non_cancer_illness_code_self_reported_depression,0.0426,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,number_of_children_fathered,0.0425,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,diagnoses_main_icd10_k40_inguinal_hernia,0.0423,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,mean_platelet_volume,0.0418,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,doctor_diagnosed_hayfever_or_allergic_rhinitis,0.0418,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,diagnoses_main_icd10_m17_gonarthrosis_[arthrosi...,0.0416,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,diagnoses_main_icd10_f31_bipolar_affective_diso...,0.0414,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,concentration_of_small_ldl_particles,0.0414,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,heel_bone_mineral_density_bmd_t_score_automated...,0.0413,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,number_of_operations_self_reported,0.041,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,sleeplessness_insomnia,0.0409,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,apolipoprotein_a_i,0.0408,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,alanine,0.0408,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,time_from_waking_to_first_cigarette,0.0408,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,bilateral_oophorectomy_both_ovaries_removed,0.0405,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,qualifications_college_or_university_degree,0.0404,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,height;_females_at_age_10_and_males_at_age_12,0.0403,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,duration_walking_for_pleasure,0.0403,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,cancer_code_self_reported_squamous_cell_carcinoma,0.0398,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,phospholipids_in_idl,0.0394,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,diagnoses_main_icd10_k60_fissure_and_fistula_of...,0.0387,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,transport_type_for_commuting_to_job_workplace_p...,0.0386,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,age_completed_full_time_education,0.0385,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,anorexia_nervosa,0.0383,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,average_weekly_fortified_wine_intake,0.0381,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,forced_vital_capacityfvc,0.0374,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,impedance_of_whole_body,0.037,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,total_cholesterol_in_small_ldl,0.037,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,usual_walking_pace,0.0368,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,acetate,0.0366,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,heel_bone_mineral_density_bmd_t_score_automated...,0.0359,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,past_tobacco_smoking,0.0354,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,non_cancer_illness_code_self_reported_vaginal_p...,0.0353,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,diagnoses_main_icd10_s66_injury_of_muscle_and_t...,0.035,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,non_cancer_illness_code_self_reported_crohns_di...,0.0339,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,excessive_daytime_sleepiness,0.0338,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,diagnoses_main_icd10_k43_ventral_hernia,0.0338,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,forearm_bone_mineral_density,0.0336,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,ip10_sumstats_gz,0.0335,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,friendships_satisfaction,0.0333,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,relative_age_voice_broke,0.0329,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,diagnoses_main_icd10_c44_other_malignant_neopla...,0.0329,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,serum_total_cholesterol,0.0329,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,forced_expiratory_volume_in_1_second_fev1_force...,0.0327,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,difficulty_not_smoking_for_1_day,0.0325,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,femoral_neck_bone_mineral_density,0.0323,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,citrate,0.0319,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,types_of_physical_activity_in_last_4_weeks_othe...,0.0315,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,non_cancer_illness_code_self_reported_bladder_p...,0.0315,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,ever_used_hormone_replacement_therapy_hrt,0.0309,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,intelligence,0.0302,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,started_insulin_within_one_year_diagnosis_of_di...,0.0302,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,illnesses_of_mother_diabetes,0.0301,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,impedance_of_arm_left,0.0296,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,ulcerative_colitis,0.0281,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,omega_3_fatty_acids,0.0279,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,average_weekly_champagne_plus_white_wine_intake,0.0275,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,mean_time_to_correctly_identify_matches,0.0271,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,blood_clot_dvt_bronchitis_emphysema_asthma_rhin...,0.0268,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,diagnoses_main_icd10_g56_mononeuropathies_of_up...,0.0263,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,years_of_schooling_2016,0.026,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,age_at_menopause,0.026,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,phospholipids_in_very_small_vldl,0.0259,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,ratio_of_bisallylic_groups_to_total_fatty_acids,0.0258,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,impedance_of_arm_right,0.0257,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,types_of_transport_used_excluding_work_car_moto...,0.0256,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,pain_types_experienced_in_last_month_back_pain,0.0255,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,had_other_major_operations,0.0255,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,diagnoses_main_icd10_m70_soft_tissue_disorders_...,0.0252,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,duration_of_other_exercises,0.0251,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,pain_types_experienced_in_last_month_none_of_th...,0.025,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,diagnoses_main_icd10_i25_chronic_ischaemic_hear...,0.025,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,light_smokers_at_least_100_smokes_in_lifetime,0.0245,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,pgc_cross_disorder_analysis,0.0244,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,systolic_blood_pressure_automated_reading,0.0243,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,diastolic_blood_pressure_automated_reading,0.0242,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,relative_age_of_first_facial_hair,0.0241,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,pulse_rate_automated_reading,0.0239,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,had_major_operations,0.0239,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,diagnoses_main_icd10_n20_calculus_of_kidney_and...,0.0238,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,frequency_of_stair_climbing_in_last_4_weeks,0.0236,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,types_of_transport_used_excluding_work_walk,0.0235,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,lung_cancer,0.0232,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,diagnoses_main_icd10_i83_varicose_veins_of_lowe...,0.0229,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,neuroticism,0.0228,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,height_2010,0.0227,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,breastfed_as_a_baby,0.0227,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,hdl_cholesterol,0.0225,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,illnesses_of_siblings_high_blood_pressure,0.0225,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,non_cancer_illness_code_self_reported_hiatus_he...,0.0224,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,description_of_average_fatty_acid_chain_length;...,0.0221,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,distance_between_home_and_job_workplace,0.0213,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,illness_injury_bereavement_stress_in_last_2_yea...,0.0209,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,forced_expiratory_volume_in_1_second_fev1_best_...,0.0201,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,number_of_self_reported_non_cancer_illnesses,0.02,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,diagnoses_main_icd10_r07_pain_in_throat_and_chest,0.0199,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,forced_expiratory_volume_in_1_second_fev1_predi...,0.0192,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,free_cholesterol_in_idl,0.0192,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,diagnoses_main_icd10_h26_other_cataract,0.019,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,valine,0.0182,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,systemic_lupus_erythematosus,0.0172,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,illnesses_of_siblings_heart_disease,0.0171,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,bring_up_phlegm_sputum_mucus_on_most_days,0.0171,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,diagnoses_main_icd10_k51_ulcerative_colitis,0.0167,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,number_of_treatments_medications_taken,0.0162,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,worrier_anxious_feelings,0.016,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,reason_for_reducing_amount_of_alcohol_drunk_hea...,0.0159,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,hearing_aid_user,0.0155,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,current_employment_status_looking_after_home_an...,0.0153,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,diagnoses_main_icd10_i10_essential_primary_hype...,0.0149,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,medication_for_cholesterol_blood_pressure_or_di...,0.0145,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,tense_highly_strung,0.0143,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,qualifications_other_professional_qualification...,0.0142,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,extreme_height,0.014,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,sitting_height,0.0138,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,triglycerides_in_idl,0.0137,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,non_cancer_illness_code_self_reported_diverticu...,0.0136,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,lung_adenocarcinoma,0.0134,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,taking_other_prescription_medications,0.0132,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,inflammatory_bowel_disease_euro,0.0126,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,fasting_glucose_main_effect,0.0124,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,pain_types_experienced_in_last_month_headache,0.0123,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,medication_for_pain_relief_constipation_heartbu...,0.0121,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,fathers_age_at_death,0.012,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,non_cancer_illness_code_self_reported_gastro_oe...,0.0119,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,diagnoses_main_icd10_r04_haemorrhage_from_respi...,0.0119,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,diagnoses_main_icd10_m23_internal_derangement_o...,0.0116,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
Nalls2019,parkinsons_disease,vascular_heart_problems_diagnosed_by_doctor_hig...,0.0111,"Nalls et al, 2019 (Lancet Neurology)",Supplementary Table 10,
