Sheet,Tissue,Sig,Reference,Source,Dataset
Reynolds2019,Pituitary,0.036643156,Reynolds et al. 2019 (npj Parkinson's Disease),Supplementary Table 1 (Figure2A),GTEx V6P bulk-RNA-seq
Reynolds2019,Artery Tibial,0.038150368,Reynolds et al. 2019 (npj Parkinson's Disease),Supplementary Table 1 (Figure2A),GTEx V6P bulk-RNA-seq
Reynolds2019,Minor Salivary Gland,0.040509378,Reynolds et al. 2019 (npj Parkinson's Disease),Supplementary Table 1 (Figure2A),GTEx V6P bulk-RNA-seq
Reynolds2019,Artery Aorta,0.047617411,Reynolds et al. 2019 (npj Parkinson's Disease),Supplementary Table 1 (Figure2A),GTEx V6P bulk-RNA-seq
Reynolds2019,Esophagus Gastroesophageal Junction,0.048634504,Reynolds et al. 2019 (npj Parkinson's Disease),Supplementary Table 1 (Figure2A),GTEx V6P bulk-RNA-seq
Reynolds2019,Cerebellar Hemisphere,0.0493948,Reynolds et al. 2019 (npj Parkinson's Disease),Supplementary Table 1 (Figure2A),GTEx V6P bulk-RNA-seq
Reynolds2019,Cerebellar Hemisphere,0.050262056,Reynolds et al. 2019 (npj Parkinson's Disease),Supplementary Table 1 (Figure2A),GTEx V6P bulk-RNA-seq
Reynolds2019,Fallopian Tube,0.050535762,Reynolds et al. 2019 (npj Parkinson's Disease),Supplementary Table 1 (Figure2A),GTEx V6P bulk-RNA-seq
Reynolds2019,Cells Transformed fibroblasts,0.051566016,Reynolds et al. 2019 (npj Parkinson's Disease),Supplementary Table 1 (Figure2A),GTEx V6P bulk-RNA-seq
Reynolds2019,Esophagus Gastroesophageal Junction,0.054358806,Reynolds et al. 2019 (npj Parkinson's Disease),Supplementary Table 1 (Figure2A),GTEx V6P bulk-RNA-seq
Reynolds2019,Cells Transformed fibroblasts,0.057233849,Reynolds et al. 2019 (npj Parkinson's Disease),Supplementary Table 1 (Figure2A),GTEx V6P bulk-RNA-seq
Reynolds2019,Putamen (basal ganglia),0.06379351,Reynolds et al. 2019 (npj Parkinson's Disease),Supplementary Table 1 (Figure2B),GTEx V6P bulk-RNA-seq
Reynolds2019,Prostate,0.066518144,Reynolds et al. 2019 (npj Parkinson's Disease),Supplementary Table 1 (Figure2A),GTEx V6P bulk-RNA-seq
Reynolds2019,Thyroid,0.070560278,Reynolds et al. 2019 (npj Parkinson's Disease),Supplementary Table 1 (Figure2A),GTEx V6P bulk-RNA-seq
Reynolds2019,Skin Sun Exposed (Lower leg),0.070963324,Reynolds et al. 2019 (npj Parkinson's Disease),Supplementary Table 1 (Figure2A),GTEx V6P bulk-RNA-seq
Reynolds2019,Whole Blood,0.072538013,Reynolds et al. 2019 (npj Parkinson's Disease),Supplementary Table 1 (Figure2A),GTEx V6P bulk-RNA-seq
Reynolds2019,Whole Blood,0.073585954,Reynolds et al. 2019 (npj Parkinson's Disease),Supplementary Table 1 (Figure2A),GTEx V6P bulk-RNA-seq
Reynolds2019,Thyroid,0.075934934,Reynolds et al. 2019 (npj Parkinson's Disease),Supplementary Table 1 (Figure2A),GTEx V6P bulk-RNA-seq
Reynolds2019,Colon Transverse,0.076802525,Reynolds et al. 2019 (npj Parkinson's Disease),Supplementary Table 1 (Figure2A),GTEx V6P bulk-RNA-seq
Reynolds2019,Prostate,0.076933523,Reynolds et al. 2019 (npj Parkinson's Disease),Supplementary Table 1 (Figure2A),GTEx V6P bulk-RNA-seq
Reynolds2019,Amygdala,0.080091394,Reynolds et al. 2019 (npj Parkinson's Disease),Supplementary Table 1 (Figure2B),GTEx V6P bulk-RNA-seq
Reynolds2019,Fallopian Tube,0.081878046,Reynolds et al. 2019 (npj Parkinson's Disease),Supplementary Table 1 (Figure2A),GTEx V6P bulk-RNA-seq
Reynolds2019,Fallopian Tube,0.082613904,Reynolds et al. 2019 (npj Parkinson's Disease),Supplementary Table 1 (Figure2A),GTEx V6P bulk-RNA-seq
Reynolds2019,Colon Transverse,0.086334247,Reynolds et al. 2019 (npj Parkinson's Disease),Supplementary Table 1 (Figure2A),GTEx V6P bulk-RNA-seq
Reynolds2019,Breast Mammary Tissue,0.089281229,Reynolds et al. 2019 (npj Parkinson's Disease),Supplementary Table 1 (Figure2A),GTEx V6P bulk-RNA-seq
Reynolds2019,Putamen (basal ganglia),0.089293538,Reynolds et al. 2019 (npj Parkinson's Disease),Supplementary Table 1 (Figure2B),GTEx V6P bulk-RNA-seq
Reynolds2019,Anterior cingulate cortex (BA24),0.096331008,Reynolds et al. 2019 (npj Parkinson's Disease),Supplementary Table 1 (Figure2B),GTEx V6P bulk-RNA-seq
Reynolds2019,Anterior cingulate cortex (BA24),0.097904786,Reynolds et al. 2019 (npj Parkinson's Disease),Supplementary Table 1 (Figure2B),GTEx V6P bulk-RNA-seq
Reynolds2019,Putamen (basal ganglia),0.101904482,Reynolds et al. 2019 (npj Parkinson's Disease),Supplementary Table 1 (Figure2B),GTEx V6P bulk-RNA-seq
Reynolds2019,Esophagus Mucosa,0.118993669,Reynolds et al. 2019 (npj Parkinson's Disease),Supplementary Table 1 (Figure2A),GTEx V6P bulk-RNA-seq
Reynolds2019,Cells EBV-transformed lymphocytes,0.121777003,Reynolds et al. 2019 (npj Parkinson's Disease),Supplementary Table 1 (Figure2A),GTEx V6P bulk-RNA-seq
Reynolds2019,Artery Tibial,0.127779609,Reynolds et al. 2019 (npj Parkinson's Disease),Supplementary Table 1 (Figure2A),GTEx V6P bulk-RNA-seq
Reynolds2019,Esophagus Mucosa,0.132237293,Reynolds et al. 2019 (npj Parkinson's Disease),Supplementary Table 1 (Figure2A),GTEx V6P bulk-RNA-seq
Reynolds2019,Cells EBV-transformed lymphocytes,0.132273153,Reynolds et al. 2019 (npj Parkinson's Disease),Supplementary Table 1 (Figure2A),GTEx V6P bulk-RNA-seq
Reynolds2019,Small Intestine Terminal Ileum,0.133245075,Reynolds et al. 2019 (npj Parkinson's Disease),Supplementary Table 1 (Figure2A),GTEx V6P bulk-RNA-seq
Reynolds2019,Ovary,0.13450854,Reynolds et al. 2019 (npj Parkinson's Disease),Supplementary Table 1 (Figure2A),GTEx V6P bulk-RNA-seq
Reynolds2019,Ovary,0.138429976,Reynolds et al. 2019 (npj Parkinson's Disease),Supplementary Table 1 (Figure2A),GTEx V6P bulk-RNA-seq
Reynolds2019,Caudate (basal ganglia),0.14003654,Reynolds et al. 2019 (npj Parkinson's Disease),Supplementary Table 1 (Figure2B),GTEx V6P bulk-RNA-seq
Reynolds2019,Skin Not Sun Exposed (Suprapubic),0.140676182,Reynolds et al. 2019 (npj Parkinson's Disease),Supplementary Table 1 (Figure2A),GTEx V6P bulk-RNA-seq
Reynolds2019,Artery Tibial,0.141790787,Reynolds et al. 2019 (npj Parkinson's Disease),Supplementary Table 1 (Figure2A),GTEx V6P bulk-RNA-seq
Reynolds2019,Ovary,0.146983425,Reynolds et al. 2019 (npj Parkinson's Disease),Supplementary Table 1 (Figure2A),GTEx V6P bulk-RNA-seq
Reynolds2019,Colon Sigmoid,0.171270493,Reynolds et al. 2019 (npj Parkinson's Disease),Supplementary Table 1 (Figure2A),GTEx V6P bulk-RNA-seq
Reynolds2019,Colon Sigmoid,0.174304262,Reynolds et al. 2019 (npj Parkinson's Disease),Supplementary Table 1 (Figure2A),GTEx V6P bulk-RNA-seq
Reynolds2019,Nucleus accumbens (basal ganglia),0.177373015,Reynolds et al. 2019 (npj Parkinson's Disease),Supplementary Table 1 (Figure2B),GTEx V6P bulk-RNA-seq
Reynolds2019,Adipose Subcutaneous,0.180378722,Reynolds et al. 2019 (npj Parkinson's Disease),Supplementary Table 1 (Figure2A),GTEx V6P bulk-RNA-seq
Reynolds2019,Adipose Subcutaneous,0.184119199,Reynolds et al. 2019 (npj Parkinson's Disease),Supplementary Table 1 (Figure2A),GTEx V6P bulk-RNA-seq
Reynolds2019,Nucleus accumbens (basal ganglia),0.1877974,Reynolds et al. 2019 (npj Parkinson's Disease),Supplementary Table 1 (Figure2B),GTEx V6P bulk-RNA-seq
Reynolds2019,Testis,0.209601842,Reynolds et al. 2019 (npj Parkinson's Disease),Supplementary Table 1 (Figure2A),GTEx V6P bulk-RNA-seq
Reynolds2019,Kidney Cortex,0.21669353,Reynolds et al. 2019 (npj Parkinson's Disease),Supplementary Table 1 (Figure2A),GTEx V6P bulk-RNA-seq
Reynolds2019,Kidney Cortex,0.221692269,Reynolds et al. 2019 (npj Parkinson's Disease),Supplementary Table 1 (Figure2A),GTEx V6P bulk-RNA-seq
Reynolds2019,Cells Transformed fibroblasts,0.227390257,Reynolds et al. 2019 (npj Parkinson's Disease),Supplementary Table 1 (Figure2A),GTEx V6P bulk-RNA-seq
Reynolds2019,Adipose Visceral (Omentum),0.255377475,Reynolds et al. 2019 (npj Parkinson's Disease),Supplementary Table 1 (Figure2A),GTEx V6P bulk-RNA-seq
Reynolds2019,Adipose Visceral (Omentum),0.266822317,Reynolds et al. 2019 (npj Parkinson's Disease),Supplementary Table 1 (Figure2A),GTEx V6P bulk-RNA-seq
Reynolds2019,Spinal cord (cervical c-1),0.299385631,Reynolds et al. 2019 (npj Parkinson's Disease),Supplementary Table 1 (Figure2B),GTEx V6P bulk-RNA-seq
Reynolds2019,Spinal cord (cervical c-1),0.31482236,Reynolds et al. 2019 (npj Parkinson's Disease),Supplementary Table 1 (Figure2B),GTEx V6P bulk-RNA-seq
Reynolds2019,Hypothalamus,0.320895045,Reynolds et al. 2019 (npj Parkinson's Disease),Supplementary Table 1 (Figure2B),GTEx V6P bulk-RNA-seq
Reynolds2019,Hippocampus,0.322567676,Reynolds et al. 2019 (npj Parkinson's Disease),Supplementary Table 1 (Figure2B),GTEx V6P bulk-RNA-seq
Reynolds2019,Whole Blood,0.335014812,Reynolds et al. 2019 (npj Parkinson's Disease),Supplementary Table 1 (Figure2A),GTEx V6P bulk-RNA-seq
Reynolds2019,Amygdala,0.357113097,Reynolds et al. 2019 (npj Parkinson's Disease),Supplementary Table 1 (Figure2B),GTEx V6P bulk-RNA-seq
Reynolds2019,Amygdala,0.365757343,Reynolds et al. 2019 (npj Parkinson's Disease),Supplementary Table 1 (Figure2B),GTEx V6P bulk-RNA-seq
Reynolds2019,Testis,0.392365243,Reynolds et al. 2019 (npj Parkinson's Disease),Supplementary Table 1 (Figure2A),GTEx V6P bulk-RNA-seq
Reynolds2019,Hypothalamus,0.398509504,Reynolds et al. 2019 (npj Parkinson's Disease),Supplementary Table 1 (Figure2B),GTEx V6P bulk-RNA-seq
Reynolds2019,Pancreas,0.40020558,Reynolds et al. 2019 (npj Parkinson's Disease),Supplementary Table 1 (Figure2A),GTEx V6P bulk-RNA-seq
Reynolds2019,Testis,0.400940499,Reynolds et al. 2019 (npj Parkinson's Disease),Supplementary Table 1 (Figure2A),GTEx V6P bulk-RNA-seq
Reynolds2019,Skin Not Sun Exposed (Suprapubic),0.404618468,Reynolds et al. 2019 (npj Parkinson's Disease),Supplementary Table 1 (Figure2A),GTEx V6P bulk-RNA-seq
Reynolds2019,Skin Not Sun Exposed (Suprapubic),0.420300078,Reynolds et al. 2019 (npj Parkinson's Disease),Supplementary Table 1 (Figure2A),GTEx V6P bulk-RNA-seq
Reynolds2019,Hypothalamus,0.42319661,Reynolds et al. 2019 (npj Parkinson's Disease),Supplementary Table 1 (Figure2B),GTEx V6P bulk-RNA-seq
Reynolds2019,Liver,0.492202798,Reynolds et al. 2019 (npj Parkinson's Disease),Supplementary Table 1 (Figure2A),GTEx V6P bulk-RNA-seq
Reynolds2019,Liver,0.519386335,Reynolds et al. 2019 (npj Parkinson's Disease),Supplementary Table 1 (Figure2A),GTEx V6P bulk-RNA-seq
Reynolds2019,Substantia nigra,0.529420606,Reynolds et al. 2019 (npj Parkinson's Disease),Supplementary Table 1 (Figure2B),GTEx V6P bulk-RNA-seq
Reynolds2019,Breast Mammary Tissue,0.53869996,Reynolds et al. 2019 (npj Parkinson's Disease),Supplementary Table 1 (Figure2A),GTEx V6P bulk-RNA-seq
Reynolds2019,Breast Mammary Tissue,0.551622453,Reynolds et al. 2019 (npj Parkinson's Disease),Supplementary Table 1 (Figure2A),GTEx V6P bulk-RNA-seq
Reynolds2019,Pancreas,0.557223822,Reynolds et al. 2019 (npj Parkinson's Disease),Supplementary Table 1 (Figure2A),GTEx V6P bulk-RNA-seq
Reynolds2019,Substantia nigra,0.558673292,Reynolds et al. 2019 (npj Parkinson's Disease),Supplementary Table 1 (Figure2B),GTEx V6P bulk-RNA-seq
Reynolds2019,Pancreas,0.573311508,Reynolds et al. 2019 (npj Parkinson's Disease),Supplementary Table 1 (Figure2A),GTEx V6P bulk-RNA-seq
Reynolds2019,Hippocampus,0.578646148,Reynolds et al. 2019 (npj Parkinson's Disease),Supplementary Table 1 (Figure2B),GTEx V6P bulk-RNA-seq
Reynolds2019,Hippocampus,0.600651005,Reynolds et al. 2019 (npj Parkinson's Disease),Supplementary Table 1 (Figure2B),GTEx V6P bulk-RNA-seq
Reynolds2019,Caudate (basal ganglia),0.624149031,Reynolds et al. 2019 (npj Parkinson's Disease),Supplementary Table 1 (Figure2B),GTEx V6P bulk-RNA-seq
Reynolds2019,Liver,0.640686415,Reynolds et al. 2019 (npj Parkinson's Disease),Supplementary Table 1 (Figure2A),GTEx V6P bulk-RNA-seq
Reynolds2019,Caudate (basal ganglia),0.647248174,Reynolds et al. 2019 (npj Parkinson's Disease),Supplementary Table 1 (Figure2B),GTEx V6P bulk-RNA-seq
Reynolds2019,NA,0.028642898,Reynolds et al. 2019 (npj Parkinson's Disease),Supplementary Table 2 (Figure3A),GTEx V7 eQTL
Reynolds2019,NA,0.023370493,Reynolds et al. 2019 (npj Parkinson's Disease),Supplementary Table 2 (Figure3A),GTEx V7 eQTL
Reynolds2019,NA,0.028605924,Reynolds et al. 2019 (npj Parkinson's Disease),Supplementary Table 2 (Figure3A),GTEx V7 eQTL
Reynolds2019,NA,0.021802964,Reynolds et al. 2019 (npj Parkinson's Disease),Supplementary Table 2 (Figure3A),GTEx V7 eQTL
Reynolds2019,NA,0.001782418,Reynolds et al. 2019 (npj Parkinson's Disease),Supplementary Table 2 (Figure3A),GTEx V7 eQTL
Reynolds2019,NA,0.000384323,Reynolds et al. 2019 (npj Parkinson's Disease),Supplementary Table 2 (Figure3A),GTEx V7 eQTL
Reynolds2019,Amygdala,0.61595868,Reynolds et al. 2019 (npj Parkinson's Disease),Supplementary Table 2 (Figure3B),GTEx V7 eQTL
Reynolds2019,Anterior cingulate cortex (BA24),0.612940118,Reynolds et al. 2019 (npj Parkinson's Disease),Supplementary Table 2 (Figure3B),GTEx V7 eQTL
Reynolds2019,Caudate (basal ganglia),0.145053648,Reynolds et al. 2019 (npj Parkinson's Disease),Supplementary Table 2 (Figure3B),GTEx V7 eQTL
Reynolds2019,Cerebellar Hemisphere,0.143323536,Reynolds et al. 2019 (npj Parkinson's Disease),Supplementary Table 2 (Figure3B),GTEx V7 eQTL
Reynolds2019,Frontal Cortex (BA9),0.213111345,Reynolds et al. 2019 (npj Parkinson's Disease),Supplementary Table 2 (Figure3B),GTEx V7 eQTL
Reynolds2019,Hippocampus,0.286724942,Reynolds et al. 2019 (npj Parkinson's Disease),Supplementary Table 2 (Figure3B),GTEx V7 eQTL
Reynolds2019,Hypothalamus,0.088933221,Reynolds et al. 2019 (npj Parkinson's Disease),Supplementary Table 2 (Figure3B),GTEx V7 eQTL
Reynolds2019,Nucleus accumbens (basal ganglia),0.294497364,Reynolds et al. 2019 (npj Parkinson's Disease),Supplementary Table 2 (Figure3B),GTEx V7 eQTL
Reynolds2019,Putamen (basal ganglia),0.942837424,Reynolds et al. 2019 (npj Parkinson's Disease),Supplementary Table 2 (Figure3B),GTEx V7 eQTL
Reynolds2019,Spinal cord (cervical c-1),0.289490015,Reynolds et al. 2019 (npj Parkinson's Disease),Supplementary Table 2 (Figure3B),GTEx V7 eQTL
Reynolds2019,Substantia nigra,0.270829826,Reynolds et al. 2019 (npj Parkinson's Disease),Supplementary Table 2 (Figure3B),GTEx V7 eQTL
Reynolds2019,Amygdala,0.605827022,Reynolds et al. 2019 (npj Parkinson's Disease),Supplementary Table 2 (Figure3B),GTEx V7 eQTL
Reynolds2019,Anterior cingulate cortex (BA24),0.549325582,Reynolds et al. 2019 (npj Parkinson's Disease),Supplementary Table 2 (Figure3B),GTEx V7 eQTL
Reynolds2019,Caudate (basal ganglia),0.145477842,Reynolds et al. 2019 (npj Parkinson's Disease),Supplementary Table 2 (Figure3B),GTEx V7 eQTL
Reynolds2019,Cerebellar Hemisphere,0.141574449,Reynolds et al. 2019 (npj Parkinson's Disease),Supplementary Table 2 (Figure3B),GTEx V7 eQTL
Reynolds2019,Frontal Cortex (BA9),0.208329914,Reynolds et al. 2019 (npj Parkinson's Disease),Supplementary Table 2 (Figure3B),GTEx V7 eQTL
Reynolds2019,Hippocampus,0.286752814,Reynolds et al. 2019 (npj Parkinson's Disease),Supplementary Table 2 (Figure3B),GTEx V7 eQTL
Reynolds2019,Hypothalamus,0.088619944,Reynolds et al. 2019 (npj Parkinson's Disease),Supplementary Table 2 (Figure3B),GTEx V7 eQTL
Reynolds2019,Nucleus accumbens (basal ganglia),0.294875538,Reynolds et al. 2019 (npj Parkinson's Disease),Supplementary Table 2 (Figure3B),GTEx V7 eQTL
Reynolds2019,Putamen (basal ganglia),0.929342325,Reynolds et al. 2019 (npj Parkinson's Disease),Supplementary Table 2 (Figure3B),GTEx V7 eQTL
Reynolds2019,Spinal cord (cervical c-1),0.290380071,Reynolds et al. 2019 (npj Parkinson's Disease),Supplementary Table 2 (Figure3B),GTEx V7 eQTL
Reynolds2019,Substantia nigra,0.270866764,Reynolds et al. 2019 (npj Parkinson's Disease),Supplementary Table 2 (Figure3B),GTEx V7 eQTL
Reynolds2019,Amygdala,0.676645113,Reynolds et al. 2019 (npj Parkinson's Disease),Supplementary Table 2 (Figure3B),GTEx V7 eQTL
Reynolds2019,Hippocampus,0.138342202,Reynolds et al. 2019 (npj Parkinson's Disease),Supplementary Table 2 (Figure3B),GTEx V7 eQTL
Reynolds2019,Hypothalamus,0.109994055,Reynolds et al. 2019 (npj Parkinson's Disease),Supplementary Table 2 (Figure3B),GTEx V7 eQTL
Corces2020,Hippocampus,0.425980869,"Corces et al, 2020 (Nature Genetics)",Supplementary Table 8 (LDSC_NeuronClusters),
Corces2020,Caudate,0.051011258,"Corces et al, 2020 (Nature Genetics)",Supplementary Table 8 (LDSC_NeuronClusters),
Corces2020,Caudate,0.19566957,"Corces et al, 2020 (Nature Genetics)",Supplementary Table 8 (LDSC_NeuronClusters),
Corces2020,Isocortex,0.299545371,"Corces et al, 2020 (Nature Genetics)",Supplementary Table 8 (LDSC_NeuronClusters),
Corces2020,Isocortex,0.258249825,"Corces et al, 2020 (Nature Genetics)",Supplementary Table 8 (LDSC_NeuronClusters),
Corces2020,Isocortex,0.171722299,"Corces et al, 2020 (Nature Genetics)",Supplementary Table 8 (LDSC_NeuronClusters),
Corces2020,Hippocampus,0.624724793,"Corces et al, 2020 (Nature Genetics)",Supplementary Table 8 (LDSC_NeuronClusters),
Corces2020,Isocortex,0.115366462,"Corces et al, 2020 (Nature Genetics)",Supplementary Table 8 (LDSC_NeuronClusters),
Corces2020,Isocortex / Hippocampus,0.172992467,"Corces et al, 2020 (Nature Genetics)",Supplementary Table 8 (LDSC_NeuronClusters),
Corces2020,Isocortex,0.370642798,"Corces et al, 2020 (Nature Genetics)",Supplementary Table 8 (LDSC_NeuronClusters),
Corces2020,Isocortex,0.166909502,"Corces et al, 2020 (Nature Genetics)",Supplementary Table 8 (LDSC_NeuronClusters),
Corces2020,Caudate,0.403633909,"Corces et al, 2020 (Nature Genetics)",Supplementary Table 8 (LDSC_NeuronClusters),
Corces2020,Caudate,0.760025603,"Corces et al, 2020 (Nature Genetics)",Supplementary Table 8 (LDSC_NeuronClusters),
Corces2020,Caudate,0.690421115,"Corces et al, 2020 (Nature Genetics)",Supplementary Table 8 (LDSC_NeuronClusters),
Corces2020,Isocortex,0.370893993,"Corces et al, 2020 (Nature Genetics)",Supplementary Table 8 (LDSC_NeuronClusters),
Corces2020,Isocortex,0.703337117,"Corces et al, 2020 (Nature Genetics)",Supplementary Table 8 (LDSC_NeuronClusters),
Corces2020,Isocortex,0.676750995,"Corces et al, 2020 (Nature Genetics)",Supplementary Table 8 (LDSC_NeuronClusters),
Corces2020,Isocortex,0.201962424,"Corces et al, 2020 (Nature Genetics)",Supplementary Table 8 (LDSC_NeuronClusters),
Corces2020,Hippocampus,0.813589751,"Corces et al, 2020 (Nature Genetics)",Supplementary Table 8 (LDSC_NeuronClusters),
Corces2020,Hippocampus,0.728597176,"Corces et al, 2020 (Nature Genetics)",Supplementary Table 8 (LDSC_NeuronClusters),
Corces2020,Isocortex / Hippocampus,0.818817725,"Corces et al, 2020 (Nature Genetics)",Supplementary Table 8 (LDSC_NeuronClusters),
Corces2020,Substantia Nigra,0.679186069,"Corces et al, 2020 (Nature Genetics)",Supplementary Table 8 (LDSC_NeuronClusters),
Corces2020,Isocortex,0.19859533,"Corces et al, 2020 (Nature Genetics)",Supplementary Table 8 (LDSC_NeuronClusters),
Corces2020,Isocortex,0.65533361,"Corces et al, 2020 (Nature Genetics)",Supplementary Table 8 (LDSC_NeuronClusters),
Schilder2020,macrophage,,"Schilder et al, 2020 (bioRxiv)",,eQTL Catalogue
Schilder2020,macrophage,,"Schilder et al, 2020 (bioRxiv)",,eQTL Catalogue
Schilder2020,macrophage,,"Schilder et al, 2020 (bioRxiv)",,eQTL Catalogue
Schilder2020,macrophage,,"Schilder et al, 2020 (bioRxiv)",,eQTL Catalogue
Schilder2020,macrophage,,"Schilder et al, 2020 (bioRxiv)",,eQTL Catalogue
Schilder2020,macrophage,,"Schilder et al, 2020 (bioRxiv)",,eQTL Catalogue
Schilder2020,macrophage,,"Schilder et al, 2020 (bioRxiv)",,eQTL Catalogue
Schilder2020,macrophage,,"Schilder et al, 2020 (bioRxiv)",,eQTL Catalogue
Schilder2020,macrophage,,"Schilder et al, 2020 (bioRxiv)",,eQTL Catalogue
Schilder2020,macrophage,,"Schilder et al, 2020 (bioRxiv)",,eQTL Catalogue
Schilder2020,macrophage,,"Schilder et al, 2020 (bioRxiv)",,eQTL Catalogue
Schilder2020,macrophage,,"Schilder et al, 2020 (bioRxiv)",,eQTL Catalogue
Schilder2020,macrophage,,"Schilder et al, 2020 (bioRxiv)",,eQTL Catalogue
Schilder2020,macrophage,,"Schilder et al, 2020 (bioRxiv)",,eQTL Catalogue
Schilder2020,macrophage,,"Schilder et al, 2020 (bioRxiv)",,eQTL Catalogue
Schilder2020,macrophage,,"Schilder et al, 2020 (bioRxiv)",,eQTL Catalogue
Schilder2020,macrophage,,"Schilder et al, 2020 (bioRxiv)",,eQTL Catalogue
Schilder2020,CD4+ T cell,,"Schilder et al, 2020 (bioRxiv)",,eQTL Catalogue
Schilder2020,CD4+ T cell,,"Schilder et al, 2020 (bioRxiv)",,eQTL Catalogue
Schilder2020,CD4+ T cell,,"Schilder et al, 2020 (bioRxiv)",,eQTL Catalogue
Schilder2020,CD4+ T cell,,"Schilder et al, 2020 (bioRxiv)",,eQTL Catalogue
Schilder2020,CD4+ T cell,,"Schilder et al, 2020 (bioRxiv)",,eQTL Catalogue
Schilder2020,CD4+ T cell,,"Schilder et al, 2020 (bioRxiv)",,eQTL Catalogue
Schilder2020,CD4+ T cell,,"Schilder et al, 2020 (bioRxiv)",,eQTL Catalogue
Schilder2020,CD4+ T cell,,"Schilder et al, 2020 (bioRxiv)",,eQTL Catalogue
Schilder2020,CD4+ T cell,,"Schilder et al, 2020 (bioRxiv)",,eQTL Catalogue
Schilder2020,CD4+ T cell,,"Schilder et al, 2020 (bioRxiv)",,eQTL Catalogue
Schilder2020,CD4+ T cell,,"Schilder et al, 2020 (bioRxiv)",,eQTL Catalogue
